player_name,player_id,birth_year,source,confidence,matched_title
강건우,56769,,,위키데이터 없음,
김민준,56840,,,위키데이터 없음,
시라카와,54843,,,위키데이터 없음,
원종혁,54702,,,위키데이터 없음,
쿄야마,56548,,,위키데이터 없음,
로건,55912,,,위키데이터 없음,
이준우,55301,,,위키데이터 없음,
최주형,56215,,,위키데이터 없음,
치리노스,55146,,,위키데이터 없음,
해치,56855,,,위키데이터 없음,
김한홀,56595,,,위키데이터 없음,
로젠버그,55322,,,위키데이터 없음,
최요한,56967,,,위키데이터 없음,
백승현,65109,,,위키데이터 없음,
버하겐,56928,,,위키데이터 없음,
이영재,55503,,,데뷔나이 불일치,
정세영,55377,,,위키데이터 없음,
최윤석,55894,,,데뷔나이 불일치,
최현우,56312,,,위키데이터 없음,
화이트,55855,,,위키데이터 없음,
김기준,53540,,,위키데이터 없음,
김정운,53029,,,후보 2명 — 구분 불가,
박재엽,55563,,,위키데이터 없음,
아빌라,56801,,,위키데이터 없음,
염승원,55339,,,위키데이터 없음,
와일스,56334,,,위키데이터 없음,
강민균,53103,,,위키데이터 없음,
긴지로,56800,,,위키데이터 없음,
김태훈,65040,,,후보 3명 — 구분 불가,
윤성빈,67588,,,위키데이터 없음,
이도훈,56708,,,위키데이터 없음,
이서준,56563,,,위키데이터 없음,
최유빈,56793,,,위키데이터 없음,
최항,62884,,,위키데이터 없음,
페덱,56459,,,위키데이터 없음,
김무신,68403,,,위키데이터 없음,
김백산,55420,,,위키데이터 없음,
김한중,55221,,,위키데이터 없음,
박재규,53706,,,위키데이터 없음,
박지한,69994,,,위키데이터 없음,
보스,56402,,,위키데이터 없음,
엄준현,55631,,,위키데이터 없음,
정동윤,66858,,,위키데이터 없음,
지현,56633,,,위키데이터 없음,
짐머맨,56799,,,위키데이터 없음,
김기훈,69620,,,위키데이터 없음,
사토시,56474,,,위키데이터 없음,
신상연,56808,,,위키데이터 없음,
이준기,51702,,,위키데이터 없음,
이창용,51407,,,위키데이터 없음,
정재훈,56469,,,데뷔나이 불일치,
조건희,51163,,,위키데이터 없음,
카라스코,56103,,,위키데이터 없음,
플렉센,50234,,,위키데이터 없음,
홍재문,55996,,,위키데이터 없음,
김주성,66162,,,위키데이터 없음,
김한결,56540,,,위키데이터 없음,
대니엘,56002,,,위키데이터 없음,
박용재,56468,,,위키데이터 없음,
변건우,54808,,,위키데이터 없음,
신동건,56567,,,위키데이터 없음,
신성호,53989,,,위키데이터 없음,
양우진,56165,,,위키데이터 없음,
이병헌,69428,,,후보 2명 — 구분 불가,
이준서,56554,,,위키데이터 없음,
이진용,55417,,,위키데이터 없음,
조민영,55534,,,위키데이터 없음,
차승준,55435,,,위키데이터 없음,
최지명,68419,,,위키데이터 없음,
가라비토,55460,,,위키데이터 없음,
감보아,55532,,,위키데이터 없음,
강승구,54506,,,위키데이터 없음,
고영우,54344,,,후보 2명 — 구분 불가,
김대유,60337,,,후보 2명 — 구분 불가,
김대호,54401,,,위키데이터 없음,
김동준,52267,,,위키데이터 없음,
김민재,54608,,,데뷔나이 불일치,
김석환,67610,,,위키데이터 없음,
김정율,67504,,,위키데이터 없음,
김준상,55226,,,위키데이터 없음,
김준태,62558,,,위키데이터 없음,
김태혁,76430,,,위키데이터 없음,
김호진,54460,,,위키데이터 없음,
데이비슨,55536,,,위키데이터 없음,
레예스,54443,,,위키데이터 없음,
로하스,67025,,,위키데이터 없음,
리베라토,55703,,,위키데이터 없음,
맥브룸,55844,,,위키데이터 없음,
메르세데스,55342,,,위키데이터 없음,
박민준,53204,,,위키데이터 없음,
박세현,55568,,,위키데이터 없음,
박주성,69328,,,위키데이터 없음,
박진,69594,,,위키데이터 없음,
박한결,53992,,,후보 2명 — 구분 불가,
반즈,52528,,,위키데이터 없음,
벨라스케즈,55526,,,위키데이터 없음,
서유신,53309,,,위키데이터 없음,
손힘찬,55300,,,위키데이터 없음,
송승환,69203,,,위키데이터 없음,
스톤,55326,,,위키데이터 없음,
스티븐슨,55013,,,위키데이터 없음,
앤더슨,54833,,,위키데이터 없음,
양지율,67365,,,위키데이터 없음,
에르난데스,54119,,,위키데이터 없음,
와이스,54755,,,위키데이터 없음,
위즈덤,55645,,,위키데이터 없음,
이민재,55710,,,데뷔나이 불일치,
이승현,55712,,,후보 2명 — 구분 불가,
이인한,50608,,,위키데이터 없음,
이태경,55511,,,위키데이터 없음,
임진묵,55382,,,위키데이터 없음,
정민성,54467,,,위키데이터 없음,
천현재,52208,,,위키데이터 없음,
최성훈,62146,,,위키데이터 없음,
최종인,50206,,,위키데이터 없음,
카디네스,54444,,,위키데이터 없음,
케이브,55208,,,위키데이터 없음,
콜어빈,55257,,,위키데이터 없음,
쿠에바스,69032,,,위키데이터 없음,
패트릭,55032,,,위키데이터 없음,
폰세,55730,,,위키데이터 없음,
푸이그,52366,,,위키데이터 없음,
플로리얼,55734,,,위키데이터 없음,
한승현,55506,,,위키데이터 없음,
헤이수스,54354,,,위키데이터 없음,
홍원빈,69643,,,위키데이터 없음,
