player_name,fa_year,age_at_fa,position,contract_years,total_contract_amount,annual_avg_salary,team,games_3yr_avg,innings_3yr_avg,era_3yr_avg,whip_3yr_avg,win_3yr_avg,lose_3yr_avg,save_3yr_avg,hold_3yr_avg,hit_allowed_3yr_avg,war_3yr_avg,war_3yr_sum,war_last_year,era_last_year,whip_last_year,mvp_count,golden_glove_count,allstar_count,national_team,postseason_experience,star_score,pitcher_role
송은범,2020,36,P,2,10.0,5.0,LG,48.0,58.888888888888886,4.751576666666667,1.643333333333333,3.0,4.666666666666667,1.0,6.333333333333333,67.33333333333333,0.49333333333333335,1.48,-0.71,5.25,1.72,0,0,2,0,1,3,SP
진해수,2020,34,P,3,14.0,4.67,LG,71.0,46.11111111111111,4.857563333333333,1.4799999999999998,2.6666666666666665,2.3333333333333335,0.3333333333333333,19.333333333333332,53.0,-0.12000000000000005,-0.36000000000000015,0.3,3.42857,1.43,0,0,2,0,1,3,SU
오주원,2020,35,P,2,7.0,3.5,키움,58.333333333333336,60.111111111111114,4.4249366666666665,1.346666666666667,2.6666666666666665,5.333333333333333,6.666666666666667,12.0,70.33333333333333,0.8366666666666666,2.51,1.49,2.31902,1.12,0,0,1,0,1,2,SU
우규민,2021,38,P,2,10.0,5.0,삼성,51.333333333333336,55.22222222222222,4.4095699999999995,1.336666666666667,3.0,3.6666666666666665,7.333333333333333,9.333333333333334,63.0,1.09,3.27,0.66,6.1875,1.46,0,0,3,1,1,6,SP
차우찬,2021,32,P,2,20.0,10.0,LG,29.0,169.16666666666669,5.102535,1.47,12.5,9.0,0.0,0.0,179.0,-0.053333333333333344,-0.16000000000000003,0.0,,,0,2,5,1,1,14,SP
유희관,2021,36,P,1,10.0,10.0,두산,28.0,147.8888888888889,4.988576666666667,1.5533333333333337,10.333333333333334,9.666666666666666,0.0,0.0,186.0,0.71,2.13,-0.28,5.01711,1.6800000000000002,0,2,5,0,1,12,SP
이용찬,2021,33,P,4,27.0,6.75,NC,25.5,146.16666666666669,3.847585,1.37,11.0,6.5,0.0,0.0,159.5,1.47,4.41,0.0,,,0,2,4,1,1,13,SP
백정현,2022,32,P,4,38.0,9.5,삼성,27.5,157.33333333333331,3.433915,1.3,11.0,7.5,0.0,0.0,150.0,2.183333333333333,6.549999999999999,4.27,2.62579,1.24,0,0,1,0,1,2,SP
한현희,2023,29,P,4,40.0,10.0,롯데,21.333333333333332,99.66666666666669,4.537886666666667,1.346666666666667,6.333333333333333,5.0,0.0,0.3333333333333333,103.33333333333331,1.3266666666666667,3.98,0.43,4.75107,1.38,0,0,2,1,1,5,SP
이재학,2023,33,P,3,9.0,3.0,NC,20.666666666666668,88.22222222222223,5.501180000000001,1.5233333333333334,4.666666666666667,6.666666666666667,0.0,0.0,84.66666666666667,0.24666666666666667,0.74,0.31,4.74725,1.42,0,0,2,0,1,3,SP
김진성,2023,36,P,2,7.0,3.5,LG,52.333333333333336,47.666666666666664,4.311186666666667,1.28,3.6666666666666665,2.3333333333333335,0.3333333333333333,9.0,42.666666666666664,0.49666666666666665,1.49,1.01,3.10345,1.14,0,0,2,0,1,3,SP
장시환,2023,30,P,3,9.3,3.1,한화,45.0,98.16666666666666,4.70115,1.51,2.0,9.5,7.0,4.5,98.0,0.5333333333333333,1.5999999999999999,0.41,4.3822,1.41,0,0,1,0,1,2,SP
원종현,2023,33,P,4,25.0,6.25,키움,62.333333333333336,57.77777777777778,3.830883333333334,1.39,3.3333333333333335,2.3333333333333335,15.0,6.333333333333333,59.333333333333336,1.08,3.24,1.43,2.98421,1.14,0,0,2,1,1,5,CL
이태양,2023,30,P,4,25.0,6.25,한화,41.0,90.55555555555556,4.936753333333333,1.4166666666666667,5.0,4.666666666666667,0.0,3.0,102.33333333333331,0.51,1.53,1.33,3.61607,1.25,0,0,1,0,1,2,SP
임창민,2024,39,P,2,8.0,4.0,삼성,43.0,38.111111111111114,3.4172499999999997,1.38,0.6666666666666666,1.6666666666666667,9.333333333333334,8.0,37.333333333333336,0.5233333333333333,1.57,1.34,2.50714,1.46,0,1,3,1,1,9,SP
주권,2024,28,P,4,16.0,4.0,KT,60.0,49.83333333333333,3.607005,1.335,3.0,3.5,0.5,21.0,53.0,0.59,1.77,0.0,,,0,0,2,0,1,3,SU
임찬규,2024,31,P,4,50.0,12.5,LG,23.333333333333332,113.0,4.10945,1.37,7.0,7.333333333333333,0.0,0.3333333333333333,110.33333333333331,1.4066666666666665,4.22,2.38,3.42166,1.35,0,0,1,0,1,2,SP
오승환,2024,42,P,2,22.0,11.0,삼성,59.666666666666664,60.55555555555555,2.93162,1.19,3.3333333333333335,3.0,35.0,1.3333333333333333,57.333333333333336,1.5600000000000003,4.680000000000001,0.95,3.44681,1.15,0,7,12,1,1,36,CL
홍건희,2024,26,P,4,24.5,6.13,두산,62.333333333333336,65.99999999999999,3.11116,1.3299999999999998,3.0,6.666666666666667,14.333333333333334,10.333333333333334,63.333333333333336,1.4466666666666665,4.34,0.98,3.06486,1.48,0,0,1,0,1,2,CL
김강률,2025,41,P,4,14.0,3.5,LG,37.0,30.777777777777786,3.8620566666666662,1.4333333333333336,2.0,2.0,3.6666666666666665,6.666666666666667,30.666666666666668,0.36000000000000004,1.08,0.92,3.0,1.48,0,0,2,0,1,3,SP
노경은,2025,40,P,3,25.0,8.33,SSG,64.66666666666667,82.11111111111113,3.177633333333333,1.25,9.666666666666666,5.0,1.0,25.0,72.66666666666667,1.9833333333333334,5.95,2.24,2.90438,1.23,0,0,2,0,1,3,SU
우규민,2025,42,P,2,7.0,3.5,KT,53.666666666666664,44.44444444444445,3.5205266666666666,1.2766666666666666,3.6666666666666665,1.6666666666666667,0.6666666666666666,11.0,52.333333333333336,0.8666666666666667,2.6,1.34,2.49231,1.13,0,0,3,1,1,6,SU
임기영,2025,31,P,3,15.0,5.0,KIA,42.333333333333336,85.66666666666667,4.504943333333333,1.32,4.666666666666667,6.333333333333333,1.3333333333333333,6.0,84.66666666666667,0.85,2.55,-0.16,6.30657,1.71,0,0,2,0,1,3,SP
장현식,2025,33,P,4,52.0,13.0,LG,61.666666666666664,59.44444444444443,3.70556,1.5466666666666666,3.0,3.0,1.3333333333333333,13.333333333333334,62.333333333333336,0.6666666666666666,2.0,0.94,3.94248,1.45,0,0,2,0,1,3,SU
최원태,2025,28,P,4,70.0,17.5,삼성,25.333333333333332,126.33333333333331,4.10208,1.343333333333333,8.333333333333334,6.333333333333333,0.0,0.0,122.66666666666669,1.8966666666666665,5.6899999999999995,2.06,4.26316,1.44,0,0,1,0,1,2,SP
김원중,2025,32,P,4,54.0,13.5,롯데,54.0,56.666666666666664,3.4993200000000004,1.3033333333333337,3.3333333333333335,5.0,24.0,0.6666666666666666,50.0,1.7033333333333334,5.11,2.1,3.55263,1.42,0,1,4,1,1,10,CL
엄상백,2025,31,P,4,78.0,19.5,한화,27.333333333333332,136.2222222222222,3.81999,1.23,10.333333333333334,6.0,0.0,0.0,129.66666666666666,2.6733333333333333,8.02,2.34,4.88298,1.31,0,0,1,0,1,2,SP
구승민,2025,32,P,4,21.0,5.25,롯데,68.66666666666667,61.11111111111111,3.8998333333333335,1.5266666666666666,3.0,4.333333333333333,1.0,20.333333333333332,59.666666666666664,0.9900000000000001,2.97,0.35,4.83815,1.79,0,0,2,0,1,3,SU
이준영,2026,31,P,3,12.0,4.0,KIA,59.0,34.22222222222222,3.943255294117647,1.46,2.6666666666666665,0.3333333333333333,0.0,8.666666666666666,33.0,0.3533333333333333,1.0599999999999998,0.15,4.764705882352941,1.38,0,0,1,0,1,2,SP
김광현,2026,38,P,2,36.0,18.0,SSG,29.666666666666668,158.22222222222223,4.487666666666667,1.4400000000000002,10.333333333333334,9.333333333333334,0.0,0.0,163.0,2.0500000000000003,6.15,1.5,5.0,1.49,0,5,10,1,1,28,SP
양현종,2026,38,P,3,45.0,15.0,KIA,29.333333333333332,165.11111111111111,4.245017843137255,1.36,9.0,8.333333333333334,0.0,0.0,175.33333333333334,2.3333333333333335,7.0,0.74,5.058823529411765,1.49,0,4,10,1,1,25,SP
최원준,2026,29,P,4,48.0,12.0,KT,32.333333333333336,108.22222222222224,5.368603457943926,1.3866666666666667,4.333333333333333,8.0,0.0,3.0,116.33333333333331,0.21333333333333335,0.64,0.13,4.710280373831776,1.34,0,0,1,0,1,2,SP
이영하,2026,27,P,4,52.0,13.0,두산,66.0,66.0,4.02245,1.515,4.5,4.0,1.0,9.5,62.5,0.5033333333333333,1.51,0.68,4.05,1.53,0,0,2,0,1,3,SP
