collect_year,player_id,player_name,team,position,is_qualified,innings,games,era,whip,win,lose,save,hold,qs,so,bb,hbp,hit,hr,r,er,k9,bb9,k_bb,pa_k_rate,pa_bb_rate,wpa,war,ip_per_game,pitcher_role,season_completion
2017,67143,손주영,LG,투수,False,6.0,5,4.5,1.17,0,0,0,0,0,5,1,1,6,0,3,3,7.5,1.5,5.0,19.2,3.8,0.138,0.04,1.2,RP,1.0
2018,67143,손주영,LG,투수,False,11.667,4,8.48571,2.31,0,2,0,0,0,7,14,2,13,0,11,11,5.4,10.8,0.5,11.3,22.6,-0.219,-0.24,2.917,RP,1.0
2021,67143,손주영,LG,투수,False,26.667,7,8.4375,1.91,1,3,0,0,1,21,20,1,31,4,25,25,7.09,6.75,1.05,16.5,15.7,-0.567,-0.41,3.81,SP,1.0
2022,67143,손주영,LG,투수,False,12.667,3,4.97368,1.42,0,1,0,0,1,8,8,3,10,0,7,7,5.68,5.68,1.0,13.8,13.8,0.055,0.07,4.222,SP,1.0
2023,67143,손주영,LG,투수,False,8.667,3,5.19231,2.08,1,0,0,0,0,5,6,0,12,0,7,5,5.19,6.23,0.83,10.9,13.0,0.114,-0.02,2.889,RP,1.0
2024,67143,손주영,LG,투수,True,144.667,28,3.79493,1.46,9,10,0,1,11,112,54,10,157,11,71,61,6.97,3.36,2.07,17.6,8.5,2.016,2.72,5.167,SP,1.0
2025,67143,손주영,LG,투수,True,153.0,30,3.411764705882353,1.32,11,6,0,0,14,132,49,4,153,8,67,58,7.76,2.88,2.69,20.5,7.6,2.491,3.28,5.1,SP,1.0
2026,67143,손주영,LG,투수,False,34.0,30,2.1176470588235294,1.38,1,0,23,0,0,36,22,3,25,2,8,8,9.53,5.82,1.64,24.0,14.7,2.841,1.33,1.133,CL,0.757
2024,54904,손주환,NC,투수,False,3.667,4,9.81818,1.09,0,1,0,0,0,4,2,1,2,0,4,4,9.82,4.91,2.0,25.0,12.5,-0.124,-0.08,0.917,RP,1.0
2025,54904,손주환,NC,투수,False,51.667,52,4.35483870967742,1.39,6,1,0,7,0,37,19,1,53,5,29,25,6.45,3.31,1.95,16.5,8.5,0.984,0.22,0.994,RP,1.0
2026,54904,손주환,NC,투수,False,19.667,24,7.322033898305085,1.73,1,0,0,0,0,25,13,1,21,2,21,16,11.44,5.95,1.92,26.0,13.5,-0.012,-0.36,0.819,RP,0.757
2024,54363,손현기,키움,투수,False,14.333,6,7.53488,1.74,0,1,0,0,0,9,8,3,17,2,14,12,5.65,5.02,1.13,13.0,11.6,-0.599,-0.2,2.389,RP,1.0
2025,54363,손현기,키움,투수,False,3.0,2,15.0,3.33,0,0,0,0,0,1,6,1,4,1,5,5,3.0,18.0,0.17,5.6,33.3,-0.151,-0.24,1.5,RP,1.0
2025,55300,손힘찬,키움,투수,False,4.0,4,11.25,2.25,0,0,0,0,0,4,4,1,5,0,5,5,9.0,9.0,1.0,18.2,18.2,-0.077,-0.11,1.0,RP,1.0
2019,69962,송명기,NC,투수,False,3.0,2,9.0,2.0,0,0,0,0,0,1,2,0,4,1,3,3,3.0,6.0,0.5,7.1,14.3,-0.155,-0.11,1.5,RP,1.0
2020,69962,송명기,NC,투수,False,87.667,36,3.69582,1.33,9,3,0,0,2,72,39,2,78,12,37,36,7.39,4.0,1.85,19.4,10.5,0.987,1.67,2.435,SP,1.0
2021,69962,송명기,NC,투수,False,123.333,24,5.91081,1.66,8,9,0,0,6,102,58,9,147,12,83,81,7.44,4.23,1.76,17.8,10.1,0.42,0.78,5.139,SP,1.0
2022,69962,송명기,NC,투수,False,107.667,25,4.51393,1.58,5,7,0,0,5,106,54,15,116,14,67,54,8.86,4.51,1.96,21.4,10.9,0.76,0.16,4.307,SP,1.0
2023,69962,송명기,NC,투수,False,104.333,35,4.83067,1.47,4,9,0,0,3,65,47,11,106,12,64,56,5.61,4.05,1.38,13.7,9.9,-0.155,0.06,2.981,SP,1.0
2024,69962,송명기,NC,투수,False,38.333,33,5.86957,1.49,2,1,0,4,0,31,17,3,40,4,27,25,7.28,3.99,1.82,17.9,9.8,-0.092,0.03,1.162,RP,1.0
2026,69962,송명기,NC,투수,False,12.667,12,7.8157894736842115,2.29,0,0,0,0,0,13,10,2,19,3,11,11,9.24,7.11,1.3,18.6,14.3,-0.642,-0.21,1.056,RP,0.757
2022,51111,송승기,LG,투수,False,8.333,7,5.4,1.8,0,1,0,0,0,10,6,0,9,1,5,5,10.8,6.48,1.67,25.0,15.0,-0.241,-0.02,1.19,RP,1.0
2023,51111,송승기,LG,투수,False,1.0,1,0.0,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,9.0,0.0,0.0,20.0,0.0,0.01,1.0,RP,1.0
2025,51111,송승기,LG,투수,True,144.0,28,3.5,1.38,11,6,0,0,10,125,49,1,149,15,61,56,7.81,3.06,2.55,19.9,7.8,2.17,2.68,5.143,SP,1.0
2026,51111,송승기,LG,투수,False,65.667,15,5.208121827411167,1.54,3,3,0,0,1,52,20,0,81,11,41,38,7.13,2.74,2.6,17.5,6.7,0.249,0.36,4.378,SP,0.757
2010,77591,송승준,롯데,,True,168.0,27,4.39286,1.29,14,6,0,0,14,113,60,9,156,20,90,82,6.05,3.21,1.88,15.9,8.5,0.0,,6.222,SP,1.0
2011,77591,송승준,롯데,,True,172.333,30,4.17795,1.39,13,10,0,0,18,126,59,7,181,17,84,80,6.58,3.08,2.14,17.3,8.1,0.0,,5.744,SP,1.0
2012,77591,송승준,롯데,,True,163.0,28,3.31288,1.32,7,11,0,0,15,117,57,8,158,12,73,60,6.46,3.15,2.05,17.0,8.3,0.0,,5.821,SP,1.0
2013,77591,송승준,롯데,,True,167.667,29,3.75746,1.4,12,6,0,0,13,133,64,4,171,11,74,70,7.14,3.44,2.08,18.5,8.9,0.0,,5.782,SP,1.0
2014,77591,송승준,롯데,,False,122.0,24,5.97541,1.71,8,11,0,0,6,89,43,10,166,16,91,81,6.57,3.17,2.07,15.6,7.5,-1.864,1.92,5.083,SP,1.0
2015,77591,송승준,롯데,,False,125.0,25,4.752,1.42,8,7,0,0,10,112,46,4,131,17,71,66,8.06,3.31,2.43,20.3,8.3,0.842,2.43,5.0,SP,1.0
2016,77591,송승준,롯데,,False,41.333,10,8.70968,2.01,1,2,0,0,1,35,21,2,62,6,43,40,7.62,4.57,1.67,17.4,10.4,-1.621,-0.13,4.133,SP,1.0
2017,77591,송승준,롯데,,False,130.333,30,4.21228,1.33,11,5,0,1,6,113,41,4,132,19,63,61,7.8,2.83,2.76,20.3,7.3,0.515,3.04,4.344,SP,1.0
2018,77591,송승준,롯데,,False,79.0,22,6.1519,1.62,3,4,0,0,0,68,35,4,93,8,58,54,7.75,3.99,1.94,18.8,9.7,-1.081,0.93,3.591,SP,1.0
2019,77591,송승준,롯데,,False,14.333,11,4.39535,1.53,0,1,0,0,0,13,6,0,16,2,7,7,8.16,3.77,2.17,20.3,9.4,-0.326,0.07,1.303,RP,1.0
2020,77591,송승준,롯데,,False,24.667,22,6.2027,1.78,2,2,0,1,0,25,14,3,30,2,17,17,9.12,5.11,1.79,21.0,11.8,-0.977,0.18,1.121,RP,1.0
2010,99314,송신영,넥센,,False,77.0,65,4.20779,1.49,5,5,1,14,0,63,40,3,75,5,38,36,7.36,4.68,1.5699999999999998,18.5,11.7,0.0,,1.185,RP,1.0
2011,99314,송신영,LG,,False,72.333,62,2.23963,1.2,3,3,19,7,0,57,20,5,67,4,19,18,7.09,2.49,2.85,18.9,6.6,0.0,,1.167,CL,1.0
2012,99314,송신영,한화,,False,23.667,24,4.94366,1.9,1,3,0,2,0,17,8,4,37,3,16,13,6.46,3.04,2.13,14.5,6.8,0.0,,0.986,RP,1.0
2013,99314,송신영,넥센,,False,61.667,61,3.21081,1.38,4,3,1,15,0,43,33,8,52,1,22,22,6.28,4.82,1.3,16.2,12.4,0.0,,1.011,RP,1.0
2014,99314,송신영,넥센,,False,42.333,41,6.59055,1.72,2,1,0,2,0,28,16,4,57,7,33,31,5.95,3.4,1.75,14.2,8.1,-0.554,-0.09,1.033,RP,1.0
2015,99314,송신영,넥센,,False,69.0,18,5.34783,1.43,7,4,0,0,5,46,22,2,77,12,42,41,6.0,2.87,2.09,15.4,7.4,-0.266,0.77,3.833,SP,1.0
2016,99314,송신영,한화,,False,14.333,11,5.02326,1.81,0,1,0,0,0,7,2,1,24,1,8,8,4.4,1.26,3.5,10.8,3.1,-0.408,0.24,1.303,RP,1.0
2017,99314,송신영,한화,,False,6.333,5,4.26316,0.95,0,0,0,0,0,6,0,2,6,0,3,3,8.53,0.0,99.99,23.1,0.0,-0.314,0.16,1.267,RP,1.0
2023,53898,송영진,SSG,투수,False,47.333,17,5.70423,1.63,3,3,0,0,1,38,31,2,46,3,35,30,7.23,5.89,1.23,17.3,14.1,-0.378,-0.22,2.784,SP,1.0
2024,53898,송영진,SSG,투수,False,99.333,26,5.79866,1.64,5,10,0,0,3,67,51,1,112,10,74,64,6.07,4.62,1.31,14.7,11.2,-0.426,0.15,3.82,SP,1.0
2025,53898,송영진,SSG,투수,False,63.333,21,5.826315789473684,1.71,2,5,0,0,1,40,31,3,77,10,45,41,5.68,4.41,1.29,13.9,10.8,-0.049,-0.43,3.016,SP,1.0
2013,61156,송윤준,LG,,False,1.0,1,9.0,2.0,0,0,0,0,0,1,0,0,2,0,1,1,9.0,0.0,99.99,20.0,0.0,0.0,,1.0,RP,1.0
2020,61156,송윤준,한화,,False,23.0,26,4.30435,1.5699999999999998,0,0,0,1,0,16,13,1,23,1,11,11,6.26,5.09,1.23,15.1,12.3,-0.237,0.25,0.885,RP,1.0
2021,61156,송윤준,한화,,False,12.667,17,3.55263,1.42,0,0,0,2,0,8,6,2,12,1,5,5,5.68,4.26,1.33,14.5,10.9,0.01,0.11,0.745,RP,1.0
2022,61156,송윤준,한화,,False,4.333,3,6.23077,1.15,0,0,0,0,0,3,2,2,3,0,3,3,6.23,4.15,1.5,14.3,9.5,0.024,-0.03,1.444,RP,1.0
2023,61156,송윤준,한화,,False,4.333,4,8.30769,1.38,0,0,0,0,0,3,2,0,4,0,4,4,6.23,4.15,1.5,15.8,10.5,-0.03,-0.06,1.083,RP,1.0
2010,73801,송은범,SK,,False,125.0,44,2.304,1.21,8,5,8,4,7,91,48,6,103,12,38,32,6.55,3.46,1.9,17.5,9.2,0.0,,2.841,SP,1.0
2011,73801,송은범,SK,,False,78.667,38,3.4322,1.47,8,8,1,4,2,55,45,2,71,10,34,30,6.29,5.15,1.22,16.0,13.1,0.0,,2.07,SP,1.0
2012,73801,송은범,SK,,False,97.667,20,4.14676,1.45,8,3,0,0,6,72,44,2,98,6,45,45,6.63,4.05,1.64,17.4,10.7,0.0,,4.883,SP,1.0
2013,73801,송은범,KIA,,False,49.0,41,7.34694,2.0,1,7,5,6,1,29,27,0,71,4,41,40,5.33,4.96,1.07,12.1,11.3,0.0,,1.195,SP,1.0
2014,73801,송은범,KIA,,False,78.667,27,7.32203,2.0,4,8,0,0,3,60,43,5,114,11,73,64,6.86,4.92,1.4,15.4,11.0,-2.492,0.58,2.914,SP,1.0
2015,73801,송은범,한화,,False,70.333,33,7.03791,1.89,2,9,4,1,0,48,30,4,103,10,59,55,6.14,3.84,1.6,14.1,8.8,-2.5380000000000003,0.09,2.131,RP,1.0
2016,73801,송은범,한화,,False,122.0,30,6.41803,1.7,2,11,0,1,4,85,49,5,159,13,95,87,6.27,3.61,1.73,15.1,8.7,-2.949,1.42,4.067,SP,1.0
2017,73801,송은범,한화,,False,37.333,13,6.50893,1.82,0,4,1,0,2,15,23,3,45,4,30,27,3.62,5.54,0.65,8.5,13.0,-0.346,-0.13,2.872,SP,1.0
2018,73801,송은범,한화,,False,79.333,68,2.4958,1.39,7,4,1,10,0,61,33,5,77,2,29,22,6.92,3.74,1.85,17.9,9.7,1.554,2.32,1.167,RP,1.0
2019,73801,송은범,LG,,False,60.0,63,5.25,1.72,2,6,1,9,0,36,23,3,80,6,38,35,5.4,3.45,1.5699999999999998,12.8,8.2,-0.515,-0.71,0.952,RP,1.0
2020,73801,송은범,LG,,False,56.0,56,4.5,1.52,4,2,2,6,0,28,19,3,66,4,29,28,4.5,3.05,1.47,11.3,7.7,0.607,0.31,1.0,RP,1.0
2021,73801,송은범,LG,,False,37.333,35,4.09821,1.26,2,2,0,4,0,19,13,2,34,1,18,17,4.58,3.13,1.46,12.3,8.4,0.931,0.39,1.067,RP,1.0
2022,73801,송은범,LG,,False,26.667,25,4.05,1.46,1,1,0,2,0,13,10,0,29,3,13,12,4.39,3.38,1.3,11.2,8.6,0.219,0.06,1.067,RP,1.0
2023,73801,송은범,LG,,False,3.667,4,2.45455,2.45,0,0,0,0,0,2,3,0,6,0,1,1,4.91,7.36,0.67,11.8,17.6,-0.186,0.05,0.917,RP,1.0
2024,73801,송은범,삼성,,False,8.333,9,1.08,1.08,0,0,0,2,0,2,1,0,8,0,1,1,2.16,1.08,2.0,6.3,3.1,0.096,0.29,0.926,RP,1.0
2025,73801,송은범,삼성,,False,6.0,5,4.5,2.0,0,0,0,0,0,2,3,0,9,0,3,3,3.0,4.5,0.67,7.1,10.7,-0.049,0.04,1.2,RP,1.0
2021,51594,송재영,롯데,투수,False,14.667,19,13.5,2.45,0,2,0,1,0,13,12,1,24,3,23,22,7.98,7.36,1.08,16.5,15.2,-0.327,-0.74,0.772,RP,1.0
2024,51594,송재영,롯데,투수,False,8.333,19,10.8,1.6800000000000002,0,1,1,3,0,9,5,1,9,2,10,10,9.72,5.4,1.8,22.5,12.5,0.131,-0.31,0.439,RP,1.0
2025,51594,송재영,롯데,투수,False,27.0,46,4.0,1.59,1,0,0,3,0,28,24,0,19,3,13,12,9.33,8.0,1.17,23.1,19.8,0.02,0.13,0.587,RP,1.0
2022,52391,송정인,키움,투수,False,2.0,1,22.5,3.5,0,0,0,0,0,0,3,0,4,0,5,5,0.0,13.5,0.0,0.0,23.1,-0.009,-0.14,2.0,RP,1.0
2010,74731,송창식,한화,,False,17.667,12,4.07547,1.25,0,0,0,0,0,11,5,0,17,1,8,8,5.6,2.55,2.2,14.7,6.7,0.0,,1.472,RP,1.0
2011,74731,송창식,한화,,False,61.0,34,6.34426,1.61,4,3,0,0,0,52,23,7,75,11,43,43,7.67,3.39,2.26,18.3,8.1,0.0,,1.794,RP,1.0
2012,74731,송창식,한화,,False,74.333,47,2.90583,0.96,4,3,1,12,0,66,26,5,45,7,24,24,7.99,3.15,2.54,22.1,8.7,0.0,,1.582,SU,1.0
2013,74731,송창식,한화,,False,71.0,57,3.42254,1.39,4,6,20,0,0,67,36,4,63,3,27,27,8.49,4.5600000000000005,1.86,21.6,11.6,0.0,,1.246,CL,1.0
2014,74731,송창식,한화,,False,29.0,26,7.44828,1.69,1,3,1,3,0,21,14,3,35,9,24,24,6.52,4.34,1.5,15.2,10.1,-1.121,-0.4,1.115,RP,1.0
2015,74731,송창식,한화,,False,109.0,64,6.44037,1.64,8,7,0,11,2,87,64,7,115,29,82,78,7.18,5.28,1.36,17.3,12.7,-1.641,-0.67,1.703,SP,1.0
2016,74731,송창식,한화,,False,97.667,66,4.97611,1.45,8,5,0,8,0,77,45,10,97,10,61,54,7.1,4.15,1.71,17.6,10.3,1.036,0.65,1.48,RP,1.0
2017,74731,송창식,한화,,False,73.333,63,6.62727,1.5,5,6,0,15,0,64,33,5,77,13,56,54,7.85,4.05,1.94,19.3,10.0,-1.087,-0.5,1.164,RP,1.0
2018,74731,송창식,한화,,False,12.667,12,4.97368,1.5,1,0,0,1,0,8,4,1,15,2,7,7,5.68,2.84,2.0,13.8,6.9,0.044,0.08,1.056,RP,1.0
2019,74731,송창식,한화,,False,0.333,1,54.0,9.0,0,0,0,0,0,1,0,0,3,0,2,2,27.0,0.0,99.99,25.0,0.0,-0.271,-0.1,0.333,RP,1.0
2013,63791,송창현,한화,,False,82.667,30,3.70161,1.27,2,8,0,0,4,46,47,5,58,9,40,34,5.01,5.12,0.98,13.2,13.5,0.0,,2.756,SP,1.0
2014,63791,송창현,한화,,False,79.333,20,6.69328,2.07,1,9,0,0,3,30,60,3,104,11,69,59,3.4,6.8100000000000005,0.5,7.7,15.4,-1.992,0.06,3.967,SP,1.0
2016,63791,송창현,한화,,False,10.667,11,5.0625,1.41,0,0,0,0,0,11,6,0,9,0,6,6,9.28,5.06,1.83,23.9,13.0,-0.138,0.12,0.97,RP,1.0
2019,63791,송창현,한화,,False,12.667,3,6.39474,1.5,0,1,0,0,0,5,4,0,15,4,9,9,3.55,2.84,1.25,8.8,7.0,-0.166,-0.14,4.222,SP,1.0
2022,67606,송후섭,KIA,,False,0.333,1,162.0,15.0,0,0,0,0,0,0,1,1,4,0,6,6,0.0,27.0,0.0,0.0,14.3,0.0,-0.23,0.333,RP,1.0
2021,51136,수아레즈,LG,투수,False,115.333,23,2.18497,1.14,10,2,0,0,10,126,41,4,91,4,33,28,9.83,3.2,3.07,26.6,8.7,3.651,4.27,5.014,SP,1.0
2022,52457,수아레즈,삼성,투수,True,173.667,30,2.48752,1.16,6,8,0,0,19,159,50,4,151,7,61,48,8.24,2.59,3.18,22.3,7.0,5.398,5.1,5.789,SP,1.0
2023,52457,수아레즈,삼성,투수,False,108.0,19,3.91667,1.49,4,7,0,0,10,88,32,2,129,3,54,47,7.33,2.67,2.75,18.4,6.7,1.777,2.16,5.684,SP,1.0
2023,53040,슐서,KT,투수,False,49.667,9,5.61745,1.61,1,7,0,0,3,35,14,0,66,6,32,31,6.34,2.54,2.5,15.8,6.3,-0.232,0.23,5.519,SP,1.0
2026,56011,스기모토,KT,투수,False,55.0,54,5.236363636363636,1.53,1,2,0,17,0,54,16,5,68,6,39,32,8.84,2.62,3.38,21.5,6.4,0.067,0.19,1.019,SU,0.757
2021,51334,스미스,키움,,False,10.0,2,6.3,1.4,1,0,0,0,1,5,5,0,9,1,7,7,4.5,4.5,1.0,11.6,11.6,-0.042,0.01,5.0,SP,1.0
2023,53734,스미스,한화,투수,False,2.667,1,6.75,1.13,0,0,0,0,0,2,0,1,3,0,2,2,6.75,0.0,99.99,16.7,0.0,0.118,0.01,2.667,RP,1.0
2015,65219,스와잭,두산,,False,92.333,20,5.26354,1.52,5,7,0,1,5,72,30,4,110,9,57,54,7.02,2.92,2.4,17.4,7.2,-0.916,1.07,4.617,SP,1.0
2024,54615,스타우트,KIA,,False,16.0,4,5.0625,1.38,1,1,0,0,0,20,5,3,17,2,10,9,11.25,2.81,4.0,27.4,6.8,-0.032,0.2,4.0,SP,1.0
2022,52234,스탁,두산,투수,True,165.0,29,3.6,1.48,9,10,0,0,15,138,83,10,162,9,87,66,7.53,4.53,1.66,19.1,11.5,1.037,1.5,5.69,SP,1.0
2015,65931,스튜어트,NC,,False,117.667,19,2.67705,1.21,8,2,0,0,10,109,26,6,116,7,37,35,8.34,1.99,4.19,22.3,5.3,1.894,4.12,6.193,SP,1.0
2016,65931,스튜어트,NC,,True,150.0,27,4.56,1.43,12,8,0,0,12,118,55,8,160,11,79,76,7.08,3.3,2.15,18.1,8.4,0.225,2.87,5.556,SP,1.0
2020,50558,스트레일리,롯데,,True,194.667,31,2.49658,1.02,15,4,0,0,21,205,51,7,148,10,61,54,9.48,2.36,4.02,26.4,6.6,5.843,7.8,6.28,SP,1.0
2021,50558,스트레일리,롯데,,True,165.667,31,4.07445,1.38,10,12,0,0,14,164,67,7,162,12,85,75,8.91,3.64,2.45,23.0,9.4,2.075,3.29,5.344,SP,1.0
2022,50558,스트레일리,롯데,,False,62.333,11,2.31016,1.22,4,2,0,0,6,55,22,6,54,5,24,16,7.94,3.18,2.5,21.2,8.5,1.755,1.31,5.667,SP,1.0
2023,50558,스트레일리,롯데,,False,80.333,16,4.36929,1.48,3,5,0,0,4,70,37,10,82,6,43,39,7.84,4.15,1.89,19.2,10.2,0.557,0.91,5.021,SP,1.0
2015,65658,스틴슨,KIA,,True,167.0,32,4.95808,1.52,11,10,0,0,12,93,64,14,190,15,100,92,5.01,3.45,1.45,12.3,8.5,-0.892,2.33,5.219,SP,1.0
2022,52557,스파크맨,롯데,,False,84.667,19,5.31496,1.65,2,4,0,0,5,89,43,4,97,6,55,50,9.46,4.57,2.07,23.1,11.1,0.111,0.49,4.456,SP,1.0
2024,54843,시라카와,두산,투수,False,57.333,12,5.65116,1.6,4,5,0,0,2,46,33,3,59,6,41,36,7.22,5.18,1.39,17.4,12.5,-0.298,0.17,4.778,SP,1.0
2026,54843,시라카와,KIA,투수,False,44.333,10,4.87218045112782,1.58,3,4,0,0,0,37,29,1,41,5,25,24,7.51,5.89,1.28,18.3,14.4,-0.013,0.34,4.433,SP,0.757
2015,64049,시스코,KT,,False,39.0,17,6.23077,1.74,0,6,0,2,1,42,25,4,43,5,34,27,9.69,5.77,1.6800000000000002,22.7,13.5,-1.6,0.21,2.294,SP,1.0
2026,56567,신동건,롯데,투수,False,1.0,1,18.0,5.0,0,0,0,0,0,1,4,0,1,0,2,2,9.0,36.0,0.25,12.5,50.0,-0.001,-0.05,1.0,RP,0.757
2012,62160,신동훈,LG,,False,4.0,3,2.25,0.75,0,0,0,0,0,6,2,1,1,0,1,1,13.5,4.5,3.0,37.5,12.5,0.0,,1.333,RP,1.0
2014,62160,신동훈,LG,,False,10.333,5,3.48387,1.45,1,0,0,0,0,4,5,3,10,0,5,4,3.48,4.35,0.8,8.9,11.1,0.151,-0.03,2.067,RP,1.0
2020,68902,신민혁,NC,투수,False,42.0,17,5.78571,1.67,2,3,0,0,1,26,13,3,57,10,27,27,5.57,2.79,2.0,13.3,6.6,-0.299,0.05,2.471,SP,1.0
2021,68902,신민혁,NC,투수,True,145.0,30,4.4069,1.37,9,6,0,0,9,107,44,5,155,17,75,71,6.64,2.73,2.43,17.1,7.0,1.361,2.24,4.833,SP,1.0
2022,68902,신민혁,NC,투수,False,118.333,26,4.56338,1.34,4,9,0,0,8,105,31,10,128,15,64,60,7.99,2.36,3.39,20.2,6.0,1.211,1.1,4.551,SP,1.0
2023,68902,신민혁,NC,투수,False,122.0,29,3.98361,1.2,5,5,0,0,5,97,25,6,122,14,63,54,7.16,1.84,3.88,18.7,4.8,1.028,1.49,4.207,SP,1.0
2024,68902,신민혁,NC,투수,False,121.0,25,4.31405,1.29,8,9,0,0,10,74,16,7,140,20,67,58,5.5,1.19,4.63,14.1,3.1,0.83,1.62,4.84,SP,1.0
2025,68902,신민혁,NC,투수,False,132.0,28,4.7727272727272725,1.32,6,3,0,0,5,84,26,6,148,23,76,70,5.73,1.77,3.23,14.8,4.6,0.531,0.73,4.714,SP,1.0
2026,68902,신민혁,NC,투수,False,35.667,8,4.794392523364486,1.26,0,3,0,0,0,17,13,3,32,6,21,19,4.29,3.28,1.31,11.2,8.6,0.221,0.12,4.458,SP,0.757
2018,68067,신병률,KT,,False,25.667,21,7.01299,1.64,0,0,1,2,0,14,7,3,35,6,22,20,4.91,2.45,2.0,11.7,5.8,-0.547,-0.2,1.222,RP,1.0
2026,56808,신상연,SSG,투수,False,2.0,2,27.0,4.5,0,0,0,0,0,1,6,0,3,1,6,6,4.5,27.0,0.17,6.7,40.0,-0.01,-0.16,1.0,RP,0.757
2011,70839,신승현,SK,,False,4.0,4,9.0,2.25,1,0,0,0,0,3,0,0,9,0,4,4,6.75,0.0,99.99,15.0,0.0,0.0,,1.0,RP,1.0
2012,70839,신승현,SK,,False,6.0,5,10.5,1.67,0,1,0,0,0,2,2,1,8,0,7,7,3.0,3.0,1.0,6.9,6.9,0.0,,1.2,RP,1.0
2013,70839,신승현,KIA,,False,51.667,55,4.87742,1.63,1,1,0,8,0,55,35,8,49,5,35,28,9.58,6.1,1.5699999999999998,22.5,14.3,0.0,,0.939,RP,1.0
2014,70839,신승현,LG,,False,15.333,11,5.86957,1.96,0,0,0,1,0,12,9,4,21,2,15,10,7.04,5.28,1.33,14.8,11.1,-0.159,-0.16,1.394,RP,1.0
2015,70839,신승현,LG,,False,35.667,37,4.79439,1.4,0,1,0,3,0,30,18,5,32,3,19,19,7.57,4.54,1.67,19.4,11.6,-0.386,-0.07,0.964,RP,1.0
2016,70839,신승현,LG,,False,45.333,49,4.96324,1.43,3,1,1,9,0,31,24,4,41,3,26,25,6.15,4.76,1.29,15.6,12.1,-0.426,-0.14,0.925,RP,1.0
2017,70839,신승현,LG,,False,3.667,3,0.0,0.27,0,0,0,0,0,1,0,1,1,0,0,0,2.45,0.0,99.99,8.3,0.0,-0.016,0.14,1.222,RP,1.0
2024,53919,신영우,NC,투수,False,9.333,4,10.6071,2.57,0,1,0,0,0,6,15,2,9,0,11,11,5.79,14.46,0.4,11.5,28.8,-0.403,-0.25,2.333,RP,1.0
2025,53919,신영우,NC,투수,False,14.333,8,7.534883720930232,1.67,1,3,0,0,0,19,16,3,8,2,13,12,11.93,10.05,1.19,27.9,23.5,-0.52,-0.29,1.792,RP,1.0
2026,53919,신영우,NC,투수,False,20.333,18,2.6557377049180326,1.52,1,1,0,3,0,31,25,2,6,1,7,6,13.72,11.07,1.24,33.3,26.9,-0.101,0.39,1.13,RP,0.757
2011,72649,신용운,KIA,,False,5.333,4,1.6875,1.13,0,0,0,0,0,3,4,1,2,0,2,1,5.06,6.75,0.75,13.0,17.4,0.0,,1.333,RP,1.0
2013,72649,신용운,삼성,,False,40.0,44,2.03,1.05,2,0,0,2,0,36,16,0,26,5,9,9,8.1,3.6,2.25,23.1,10.3,0.0,,0.909,RP,1.0
2015,72649,신용운,삼성,,False,25.667,35,7.01299,1.99,1,1,0,2,0,22,16,2,35,2,23,20,7.71,5.61,1.38,16.8,12.2,-0.587,-0.28,0.733,RP,1.0
2016,72649,신용운,삼성,,False,8.0,13,3.38,2.0,0,0,0,2,0,7,4,3,12,0,7,3,7.88,4.5,1.75,16.3,9.3,-0.41,-0.06,0.615,RP,1.0
2014,94126,신윤호,SK,,False,3.0,2,9.0,3.33,0,0,0,0,0,1,2,0,8,1,3,3,3.0,6.0,0.5,5.9,11.8,-0.115,-0.07,1.5,RP,1.0
2016,62937,신재영,넥센,,True,168.667,30,3.89526,1.26,15,7,0,0,11,99,21,11,192,19,76,73,5.28,1.12,4.71,13.8,2.9,1.248,5.05,5.622,SP,1.0
2017,62937,신재영,넥센,,False,125.0,34,4.536,1.3,6,7,1,2,7,75,25,16,137,14,68,63,5.4,1.8,3.0,14.0,4.7,0.912,2.14,3.676,SP,1.0
2018,62937,신재영,넥센,,False,101.333,26,6.75,1.54,8,9,0,1,6,53,23,8,133,31,80,76,4.71,2.04,2.3,11.7,5.1,-1.022,-0.28,3.897,SP,1.0
2019,62937,신재영,키움,,False,29.333,12,3.68182,1.47,1,0,0,0,0,21,9,4,34,1,14,12,6.44,2.76,2.33,15.9,6.8,0.604,0.44,2.444,RP,1.0
2020,62937,신재영,키움,,False,5.0,7,12.6,3.4,0,0,0,0,0,1,4,0,13,2,8,7,1.8,7.2,0.25,2.9,11.8,-0.486,-0.27,0.714,RP,1.0
2021,62937,신재영,SSG,,False,28.333,20,5.71765,1.31,0,0,0,0,0,27,2,4,35,3,18,18,8.58,0.64,13.5,21.8,1.6,-0.417,0.07,1.417,RP,1.0
2022,62937,신재영,SSG,,False,4.333,4,12.4615,2.08,0,0,0,0,0,4,0,0,9,2,6,6,8.31,0.0,99.99,19.0,0.0,-0.044,-0.21,1.083,RP,1.0
2012,75138,신재웅,LG,,False,57.667,12,3.5896,1.32,5,2,0,0,3,30,23,3,53,5,23,23,4.68,3.59,1.3,12.4,9.5,0.0,,4.806,SP,1.0
2013,75138,신재웅,LG,,False,56.0,18,3.05357,1.25,4,4,0,0,3,21,18,3,52,4,21,19,3.38,2.89,1.17,9.3,7.9,0.0,,3.111,SP,1.0
