collect_year,player_id,player_name,team,position,is_qualified,innings,games,era,whip,win,lose,save,hold,qs,so,bb,hbp,hit,hr,r,er,k9,bb9,k_bb,pa_k_rate,pa_bb_rate,wpa,war,ip_per_game,pitcher_role,season_completion
2014,75138,신재웅,LG,,False,64.0,57,3.79688,1.38,8,3,0,8,0,46,26,2,62,7,29,27,6.47,3.66,1.77,17.0,9.6,-1.115,-0.03,1.123,RP,1.0
2015,75138,신재웅,SK,,False,50.333,61,4.11258,1.77,0,1,0,9,0,49,17,4,72,5,28,23,8.76,3.04,2.88,20.8,7.2,0.206,0.12,0.825,RP,1.0
2016,75138,신재웅,SK,,False,18.0,35,5.5,1.83,0,1,0,4,0,17,17,3,16,4,12,11,8.5,8.5,1.0,18.7,18.7,-0.9,-0.18,0.514,RP,1.0
2017,75138,신재웅,SK,,False,31.0,32,3.19355,1.23,0,1,2,4,0,29,15,0,23,3,11,11,8.42,4.35,1.93,23.0,11.9,0.656,0.63,0.969,RP,1.0
2018,75138,신재웅,SK,,False,52.0,54,2.76923,1.48,2,3,16,6,0,43,28,1,49,5,23,16,7.44,4.85,1.54,19.0,12.4,0.891,0.89,0.963,RP,1.0
2019,75138,신재웅,SK,,False,21.667,20,3.32308,1.11,1,0,0,0,0,14,10,1,14,1,8,8,5.82,4.15,1.4,15.9,11.4,0.407,0.24,1.083,RP,1.0
2020,75138,신재웅,SK,,False,19.333,24,9.31034,2.07,2,0,0,0,0,11,14,0,26,5,20,20,5.12,6.52,0.79,11.8,15.1,-0.059,-0.36,0.806,RP,1.0
2021,75138,신재웅,SSG,,False,8.333,8,4.32,1.32,0,0,0,0,0,9,5,0,6,0,4,4,9.72,5.4,1.8,24.3,13.5,0.057,0.09,1.042,RP,1.0
2010,60140,신정락,LG,,False,25.667,24,6.31169,1.83,0,1,0,2,0,24,22,6,25,1,23,18,8.42,7.71,1.09,18.6,17.1,0.0,,1.069,RP,1.0
2011,60140,신정락,LG,,False,17.667,11,1.01887,1.13,0,0,0,1,0,19,8,1,12,0,4,2,9.68,4.08,2.38,25.7,10.8,0.0,,1.606,RP,1.0
2012,60140,신정락,LG,,False,0.667,1,0.0,1.5,0,0,0,0,0,0,1,0,0,0,1,0,0.0,13.5,0.0,0.0,33.3,0.0,,0.667,RP,1.0
2013,60140,신정락,LG,,False,122.667,26,4.25543,1.29,9,5,0,0,7,82,30,16,128,8,62,58,6.02,2.2,2.73,15.6,5.7,0.0,,4.718,SP,1.0
2014,60140,신정락,LG,,False,51.333,15,6.66234,1.34,1,3,0,0,1,39,16,5,53,8,38,38,6.84,2.81,2.44,17.7,7.3,-0.233,0.08,3.422,SP,1.0
2017,60140,신정락,LG,,False,59.0,63,5.33898,1.44,3,5,10,12,0,58,24,10,61,4,42,35,8.85,3.66,2.42,21.9,9.1,-0.035,-0.96,0.937,RP,1.0
2018,60140,신정락,LG,,False,50.667,49,5.86184,1.5,3,7,0,5,0,56,17,6,59,5,37,33,9.95,3.02,3.29,24.7,7.5,-0.612,-0.51,1.034,RP,1.0
2019,60140,신정락,한화,,False,44.667,44,5.84328,1.54,5,1,0,5,0,35,21,6,48,6,33,29,7.05,4.23,1.67,16.9,10.1,-0.145,-1.11,1.015,RP,1.0
2020,60140,신정락,한화,,False,12.0,16,9.0,1.83,0,1,0,0,0,14,7,2,15,2,12,12,10.5,5.25,2.0,24.6,12.3,-0.144,-0.21,0.75,RP,1.0
2021,60140,신정락,한화,,False,20.0,20,8.55,2.0,0,2,0,2,0,14,15,3,25,3,24,19,6.3,6.75,0.93,13.7,14.7,-0.731,-0.79,1.0,RP,1.0
2022,60140,신정락,한화,,False,47.0,44,4.02128,1.45,2,1,1,4,0,23,16,7,52,4,25,21,4.4,3.06,1.44,10.7,7.4,-0.191,0.08,1.068,RP,1.0
2023,60140,신정락,롯데,,False,29.0,34,4.65517,1.48,4,0,0,1,0,28,11,3,32,4,15,15,8.69,3.41,2.55,21.9,8.6,-0.613,0.17,0.853,RP,1.0
2012,61830,신정익,SK,,False,3.333,3,5.4,0.9,0,0,0,0,0,0,0,1,3,1,2,2,0.0,0.0,99.99,0.0,0.0,0.0,,1.111,RP,1.0
2013,61830,신정익,SK,,False,1.333,1,6.75,2.25,0,0,0,0,0,0,1,0,2,1,2,1,0.0,6.75,0.0,0.0,12.5,0.0,,1.333,RP,1.0
2011,72739,신주영,한화,,False,35.0,42,6.42857,1.77,4,2,2,1,0,22,12,1,50,1,27,25,5.66,3.09,1.83,13.3,7.2,0.0,,0.833,RP,1.0
2012,72739,신주영,한화,,False,3.333,3,16.2,1.8,0,0,0,0,0,2,1,1,5,2,7,6,5.4,2.7,2.0,11.8,5.9,0.0,,1.111,RP,1.0
2025,55860,신지환,SSG,투수,False,1.0,1,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,9.0,0.0,99.99,25.0,0.0,0.005,0.02,1.0,RP,1.0
2021,50758,신지후,한화,,False,0.333,2,0.0,3.0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,27.0,0.0,0.0,33.3,-0.004,-0.06,0.166,RP,1.0
2012,76140,신창호,KIA,,False,6.667,7,9.45,2.25,0,0,0,0,0,5,5,0,10,1,7,7,6.75,6.75,1.0,15.2,15.2,0.0,,0.952,RP,1.0
2013,76140,신창호,KIA,,False,21.333,18,5.90625,2.06,0,2,0,0,0,17,15,0,29,3,14,14,7.17,6.33,1.13,15.6,13.8,0.0,,1.185,RP,1.0
2014,76140,신창호,KIA,,False,38.0,27,6.15789,1.6800000000000002,0,1,0,0,0,33,24,2,40,3,29,26,7.82,5.68,1.38,18.2,13.3,-0.469,0.23,1.407,RP,1.0
2015,76140,신창호,KIA,,False,5.667,5,7.94118,1.41,0,0,0,0,0,4,4,0,4,1,5,5,6.35,6.35,1.0,16.0,16.0,-0.004,-0.06,1.133,RP,1.0
2010,76763,신해수,한화,,False,2.0,2,0.0,1.0,0,0,0,0,0,1,0,0,2,0,0,0,4.5,0.0,99.99,14.3,0.0,0.0,,1.0,RP,1.0
2022,52873,신헌민,SSG,투수,False,1.0,1,9.0,3.0,0,0,0,0,0,1,0,0,3,0,2,1,9.0,0.0,99.99,20.0,0.0,-0.011,-0.03,1.0,RP,1.0
2023,52873,신헌민,SSG,투수,False,12.0,11,6.0,2.08,0,0,0,0,0,8,6,0,19,1,10,8,6.0,4.5,1.33,12.9,9.7,0.132,-0.11,1.091,RP,1.0
2024,52873,신헌민,SSG,투수,False,3.0,3,18.0,3.33,0,0,0,0,0,0,3,1,7,2,7,6,0.0,9.0,0.0,0.0,16.7,-0.031,-0.18,1.0,RP,1.0
2014,64594,심규범,롯데,투수,False,1.0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,0.0,99.99,33.3,0.0,0.0,0.03,1.0,RP,1.0
2015,64594,심규범,롯데,투수,False,6.333,16,7.10526,2.05,0,1,0,1,0,6,6,0,7,1,5,5,8.53,8.53,1.0,19.4,19.4,-0.239,-0.04,0.396,RP,1.0
2018,64594,심규범,NC,투수,False,0.667,1,0.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,99.99,0.0,0.0,0.006,0.02,0.667,RP,1.0
2010,60636,심동섭,KIA,,False,2.667,5,6.75,1.88,0,0,0,1,0,0,2,0,3,0,2,2,0.0,6.75,0.0,0.0,15.4,0.0,,0.533,RP,1.0
2011,60636,심동섭,KIA,,False,55.333,57,2.76506,1.23,3,1,2,7,0,67,31,4,37,1,21,17,10.9,5.04,2.16,28.3,13.1,0.0,,0.971,RP,1.0
2012,60636,심동섭,KIA,,False,17.333,10,6.23077,2.02,0,2,0,1,0,10,13,0,22,2,17,12,5.19,6.75,0.77,11.6,15.1,0.0,,1.733,RP,1.0
2013,60636,심동섭,KIA,,False,25.0,28,3.24,1.56,0,2,0,3,0,27,19,4,20,1,13,9,9.72,6.84,1.42,22.9,16.1,0.0,,0.893,RP,1.0
2014,60636,심동섭,KIA,,False,45.667,57,5.51825,1.58,1,5,4,9,0,46,28,3,44,3,30,28,9.07,5.52,1.64,22.0,13.4,-0.864,0.65,0.801,RP,1.0
2015,60636,심동섭,KIA,,False,57.333,69,5.02326,1.5699999999999998,3,1,1,21,0,71,43,3,47,7,35,32,11.15,6.75,1.65,27.6,16.7,1.385,0.31,0.831,SU,1.0
2016,60636,심동섭,KIA,,False,37.667,54,6.45133,1.75,5,2,1,13,0,33,21,4,45,5,30,27,7.88,5.02,1.5699999999999998,18.1,11.5,-0.178,-0.39,0.698,RP,1.0
2017,60636,심동섭,KIA,,False,50.667,52,5.68421,1.6800000000000002,2,2,2,11,0,50,21,0,64,6,34,32,8.88,3.73,2.38,21.5,9.0,0.809,0.32,0.974,RP,1.0
2018,60636,심동섭,KIA,,False,5.667,7,6.35294,1.76,0,0,0,1,0,5,3,0,7,0,4,4,7.94,4.76,1.67,18.5,11.1,-0.436,0.03,0.81,RP,1.0
2010,74167,심수창,LG,,False,35.667,12,7.57009,2.05,0,4,0,1,1,7,15,4,58,3,30,30,1.77,3.79,0.47,4.0,8.6,0.0,,2.972,SP,1.0
2011,74167,심수창,넥센,,False,109.667,28,5.00608,1.64,2,13,0,0,9,52,42,6,138,12,67,61,4.27,3.45,1.24,10.4,8.4,0.0,,3.917,SP,1.0
2012,74167,심수창,넥센,,False,40.667,21,7.30328,1.94,0,5,0,0,0,24,21,2,58,3,36,33,5.31,4.65,1.14,12.1,10.6,0.0,,1.937,RP,1.0
2014,74167,심수창,롯데,,False,19.667,11,9.15254,1.63,0,0,2,0,0,14,8,0,24,7,20,20,6.41,3.66,1.75,15.7,9.0,-0.014,-0.26,1.788,RP,1.0
2015,74167,심수창,롯데,,False,73.333,39,6.01364,1.75,4,6,5,3,1,76,29,3,99,9,56,49,9.33,3.56,2.62,22.4,8.5,-0.55,0.38,1.88,SP,1.0
2016,74167,심수창,한화,,False,113.333,66,5.95588,1.73,5,5,2,6,0,76,58,4,138,14,86,75,6.04,4.61,1.31,14.4,11.0,-1.488,0.12,1.717,RP,1.0
2017,74167,심수창,한화,,False,57.0,48,4.73684,1.63,3,1,2,2,0,54,22,2,71,8,32,30,8.53,3.47,2.45,20.8,8.5,-1.22,0.59,1.188,RP,1.0
2018,74167,심수창,한화,,False,2.333,3,15.4286,3.0,0,0,0,0,0,2,0,0,7,2,4,4,7.71,0.0,99.99,15.4,0.0,-0.446,-0.27,0.778,RP,1.0
2019,74167,심수창,LG,,False,11.667,5,6.17143,2.06,1,1,0,0,0,12,7,0,17,1,8,8,9.26,5.4,1.71,21.1,12.3,0.084,-0.2,2.333,RP,1.0
2015,64017,심재민,KT,,False,56.333,50,6.86982,1.93,2,3,0,1,0,29,41,7,68,3,45,43,4.63,6.55,0.71,10.7,15.2,-0.331,0.11,1.127,RP,1.0
2016,64017,심재민,KT,,False,54.333,59,5.46626,1.82,2,3,0,7,0,30,24,5,75,4,36,33,4.97,3.98,1.25,11.8,9.4,-0.452,0.25,0.921,RP,1.0
2017,64017,심재민,KT,,False,74.667,64,5.18304,1.5699999999999998,1,7,0,13,0,69,31,4,86,11,48,43,8.32,3.74,2.23,20.1,9.0,-2.075,0.84,1.167,RP,1.0
2018,64017,심재민,KT,,False,41.0,44,4.60976,1.56,4,5,2,3,0,36,17,2,47,5,25,21,7.9,3.73,2.12,20.1,9.5,-0.327,0.57,0.932,RP,1.0
2021,64017,심재민,KT,,False,46.667,28,2.89286,1.11,0,1,0,1,0,35,11,0,41,4,15,15,6.75,2.12,3.18,18.5,5.8,0.261,0.99,1.667,RP,1.0
2022,64017,심재민,KT,,False,43.333,44,3.73846,1.32,4,1,0,6,0,21,16,2,41,4,19,18,4.36,3.32,1.31,11.4,8.7,0.689,0.38,0.985,RP,1.0
2023,64017,심재민,롯데,,False,47.667,33,3.77622,1.5699999999999998,3,1,0,6,0,29,18,1,57,2,23,20,5.48,3.4,1.61,13.3,8.3,0.589,0.71,1.444,RP,1.0
2025,64017,심재민,롯데,,False,3.0,4,3.0,2.0,1,0,0,0,0,2,1,0,5,0,2,1,6.0,3.0,2.0,13.3,6.7,0.157,0.01,0.75,RP,1.0
2012,61411,심창민,삼성,,False,39.333,37,1.83051,1.09,2,2,1,5,0,41,17,2,26,0,8,8,9.38,3.89,2.41,25.8,10.7,0.0,,1.063,RP,1.0
2013,61411,심창민,삼성,,False,50.333,50,2.68212,1.07,1,0,2,14,0,57,19,4,35,3,15,15,10.19,3.4,3.0,28.4,9.5,0.0,,1.007,SU,1.0
2014,61411,심창민,삼성,,False,38.333,52,6.8087,1.77,5,2,0,8,0,38,26,4,42,7,33,29,8.92,6.1,1.46,20.2,13.8,-1.399,-0.28,0.737,RP,1.0
2015,61411,심창민,삼성,,False,67.333,61,4.27723,1.16,6,3,0,9,0,91,24,5,54,7,32,32,12.16,3.21,3.79,32.5,8.6,0.786,1.11,1.104,RP,1.0
2016,61411,심창민,삼성,,False,72.667,62,2.97248,1.17,2,6,25,4,0,76,26,4,59,6,29,24,9.41,3.22,2.92,25.1,8.6,0.841,1.96,1.172,CL,1.0
2017,61411,심창민,삼성,,False,75.333,66,4.18142,1.31,4,7,6,16,0,103,44,7,55,12,36,35,12.31,5.26,2.34,30.9,13.2,2.171,1.37,1.141,RP,1.0
2018,61411,심창민,삼성,,False,66.333,59,4.07035,1.19,5,2,17,5,0,68,22,9,57,12,32,30,9.23,2.98,3.09,23.9,7.7,2.447,1.24,1.124,RP,1.0
2020,61411,심창민,삼성,,False,20.333,23,7.52459,1.77,2,2,0,3,0,21,18,2,18,3,20,17,9.3,7.97,1.17,21.4,18.4,-0.313,-0.26,0.884,RP,1.0
2021,61411,심창민,삼성,,False,51.333,59,5.08442,1.54,3,2,0,16,0,58,32,6,47,8,32,29,10.17,5.61,1.81,24.4,13.4,0.054,-0.16,0.87,SU,1.0
2022,61411,심창민,NC,,False,6.333,11,14.2105,2.53,1,2,0,0,0,6,7,3,9,0,10,10,8.53,9.95,0.86,16.2,18.9,-0.487,-0.38,0.576,RP,1.0
2023,61411,심창민,NC,,False,3.333,5,2.7,2.1,0,1,0,0,0,5,5,1,2,0,2,1,13.5,13.5,1.0,27.8,27.8,0.07,-0.02,0.667,RP,1.0
2013,63940,아담,NC,,False,91.667,17,4.12364,1.31,4,8,0,0,8,70,27,1,93,12,48,42,6.87,2.65,2.59,18.3,7.0,0.0,,5.392,SP,1.0
2018,68435,아델만,삼성,,True,171.0,31,5.05263,1.5,8,12,0,0,15,137,54,11,202,20,101,96,7.21,2.84,2.54,18.1,7.1,1.107,3.43,5.516,SP,1.0
2026,56801,아빌라,SSG,투수,False,35.0,6,1.542857142857143,1.2,4,0,0,0,5,40,15,0,27,0,9,6,10.29,3.86,2.67,28.2,10.6,1.291,1.49,5.833,SP,0.757
2011,61215,안규영,두산,,False,22.333,6,8.86567,1.84,0,2,0,0,0,11,8,1,33,7,22,22,4.43,3.22,1.38,10.5,7.6,0.0,,3.722,SP,1.0
2012,61215,안규영,두산,,False,13.667,10,3.95122,1.54,0,0,0,1,0,6,6,0,15,0,6,6,3.95,3.95,1.0,10.0,10.0,0.0,,1.367,RP,1.0
2013,61215,안규영,두산,,False,5.667,3,14.2941,3.0,0,0,0,0,0,3,6,0,11,3,9,9,4.76,9.53,0.5,9.4,18.8,0.0,,1.889,RP,1.0
2016,61215,안규영,두산,,False,47.667,16,6.60839,2.03,1,2,0,0,1,24,24,4,73,6,36,35,4.53,4.53,1.0,10.5,10.5,-1.216,0.0,2.979,SP,1.0
2017,61215,안규영,두산,,False,5.333,5,13.5,2.81,0,0,0,0,0,4,8,0,7,0,8,8,6.75,13.5,0.5,12.9,25.8,-0.105,-0.18,1.067,RP,1.0
2017,64462,안규현,삼성,,False,2.0,1,9.0,2.5,0,0,0,0,0,1,3,1,2,0,2,2,4.5,13.5,0.33,9.1,27.3,-0.061,-0.03,2.0,RP,1.0
2017,63027,안성무,삼성,,False,11.667,5,7.71429,2.06,1,1,0,0,0,8,10,1,14,2,10,10,6.17,7.71,0.8,13.8,17.2,-0.304,-0.07,2.333,RP,1.0
2018,63027,안성무,삼성,,False,2.333,2,11.5714,1.71,0,0,0,0,0,5,1,0,3,2,3,3,19.29,3.86,5.0,45.5,9.1,-0.003,-0.08,1.166,RP,1.0
2010,60713,안승민,한화,,False,63.0,25,5.42857,1.51,4,4,0,0,3,28,15,2,80,10,43,38,4.0,2.14,1.87,10.0,5.4,0.0,,2.52,SP,1.0
2011,60713,안승민,한화,,True,139.0,29,5.89209,1.49,7,9,0,0,11,90,30,8,177,22,101,91,5.83,1.94,3.0,14.6,4.9,0.0,,4.793,SP,1.0
2012,60713,안승민,한화,,False,72.0,62,4.75,1.25,3,7,16,5,0,53,21,5,69,6,41,38,6.63,2.63,2.52,17.4,6.9,0.0,,1.161,RP,1.0
2013,60713,안승민,한화,,False,33.667,18,7.48515,1.78,3,4,0,2,1,12,9,1,51,5,31,28,3.21,2.41,1.33,7.5,5.6,0.0,,1.87,SP,1.0
2010,73738,안영명,KIA,,False,69.333,47,6.75,1.66,6,8,3,3,0,82,35,3,80,15,54,52,10.64,4.54,2.34,25.7,11.0,0.0,,1.475,RP,1.0
2011,73738,안영명,한화,,False,4.333,3,4.15385,2.08,0,0,0,0,0,4,2,0,7,2,6,2,8.31,4.15,2.0,16.7,8.3,0.0,,1.444,RP,1.0
2014,73738,안영명,한화,,False,97.667,48,4.51536,1.54,7,6,4,6,1,64,36,13,114,8,59,49,5.9,3.32,1.78,14.3,8.1,-1.181,1.41,2.035,SP,1.0
2015,73738,안영명,한화,,False,125.333,35,5.0984,1.5699999999999998,10,6,0,1,4,82,60,11,137,15,77,71,5.89,4.31,1.37,14.4,10.6,0.07,1.62,3.581,SP,1.0
2016,73738,안영명,한화,,False,2.667,2,20.25,4.88,0,1,0,0,0,1,4,0,9,0,10,6,3.38,13.5,0.25,4.5,18.2,-0.376,-0.3,1.334,RP,1.0
2017,73738,안영명,한화,,False,87.667,25,5.74905,1.72,1,8,0,0,4,54,28,5,123,11,62,56,5.54,2.87,1.93,13.2,6.8,-1.313,0.61,3.507,SP,1.0
2018,73738,안영명,한화,,False,66.0,53,5.72727,1.48,8,2,0,8,0,48,15,4,83,12,44,42,6.55,2.05,3.2,16.5,5.2,1.389,0.29,1.245,RP,1.0
2019,73738,안영명,한화,,False,62.0,67,3.91935,1.53,4,7,0,13,0,48,13,3,82,5,27,27,6.97,1.89,3.69,17.6,4.8,-0.805,0.92,0.925,RP,1.0
2020,73738,안영명,한화,,False,45.667,39,5.91241,1.51,1,1,0,1,0,34,18,2,51,9,32,30,6.7,3.55,1.89,16.9,9.0,-0.586,-0.21,1.171,RP,1.0
2021,73738,안영명,KT,,False,35.333,35,4.07547,0.99,0,1,0,4,0,32,11,1,24,2,17,16,8.15,2.8,2.91,22.1,7.6,0.093,0.52,1.01,RP,1.0
2022,73738,안영명,KT,,False,3.333,4,2.7,0.9,0,0,0,0,0,1,0,0,3,0,1,1,2.7,0.0,99.99,7.7,0.0,-0.004,0.06,0.833,RP,1.0
2011,76758,안영진,한화,,False,5.667,5,3.17647,1.24,0,0,0,0,0,1,2,1,5,1,2,2,1.59,3.18,0.5,4.2,8.3,0.0,,1.133,RP,1.0
2012,76758,안영진,한화,,False,5.333,4,6.75,2.44,0,0,0,0,0,4,6,1,7,0,10,4,6.75,10.13,0.67,13.3,20.0,0.0,,1.333,RP,1.0
2018,68341,안우진,넥센,투수,False,41.333,20,7.18548,1.79,2,4,0,1,0,46,28,3,46,6,35,33,10.02,6.1,1.64,23.2,14.1,-1.129,-0.08,2.067,RP,1.0
2019,68341,안우진,키움,투수,False,88.333,19,5.19623,1.51,7,5,0,0,7,80,36,3,97,8,56,51,8.15,3.67,2.22,20.3,9.1,-0.054,0.56,4.649,SP,1.0
2020,68341,안우진,키움,투수,False,36.0,42,3.0,1.03,2,3,2,13,0,41,17,0,20,3,12,12,10.25,4.25,2.41,28.7,11.9,-0.521,1.03,0.857,SU,1.0
2021,68341,안우진,키움,투수,False,107.667,21,3.26006,1.2,8,8,0,0,8,110,41,7,88,13,47,39,9.2,3.43,2.68,24.4,9.1,1.905,2.23,5.127,SP,1.0
2022,68341,안우진,키움,투수,True,196.0,30,2.11224,0.95,15,8,0,0,24,224,55,4,131,4,51,46,10.29,2.53,4.07,29.2,7.2,7.143,7.95,6.533,SP,1.0
2023,68341,안우진,키움,투수,True,150.667,24,2.38938,1.06,9,7,0,0,16,164,38,1,121,5,44,40,9.8,2.27,4.32,27.0,6.3,5.162,5.64,6.278,SP,1.0
2026,68341,안우진,키움,투수,False,78.0,17,3.692307692307692,1.27,2,6,0,0,4,95,27,2,72,6,34,32,10.96,3.12,3.52,28.2,8.0,0.873,1.96,4.588,SP,0.757
2020,50901,안인산,NC,내야수,False,1.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.99,0.0,0.0,0.04,0.04,1.0,RP,1.0
2021,50901,안인산,NC,내야수,False,6.667,7,5.4,1.5,0,0,0,0,0,9,7,3,3,0,5,4,12.15,9.45,1.29,26.5,20.6,-0.165,-0.04,0.952,RP,1.0
2010,72463,안지만,삼성,,False,92.0,67,2.73913,1.08,9,3,9,8,0,95,25,7,74,6,32,28,9.29,2.45,3.8,26.2,6.9,0.0,,1.373,RP,1.0
2011,72463,안지만,삼성,,False,86.0,47,2.82558,1.09,11,5,0,17,2,77,20,4,74,3,30,27,8.06,2.09,3.85,21.9,5.7,0.0,,1.83,SU,1.0
2012,72463,안지만,삼성,,False,63.333,56,1.70526,0.98,1,2,0,28,0,58,20,0,42,1,12,12,8.24,2.84,2.9,23.6,8.1,0.0,,1.131,SU,1.0
2013,72463,안지만,삼성,,False,63.667,54,3.10995,1.08,6,2,0,22,0,60,23,3,46,3,23,22,8.48,3.25,2.61,23.6,9.1,0.0,,1.179,SU,1.0
2014,72463,안지만,삼성,,False,62.333,55,3.75401,1.3,6,3,1,27,0,67,30,4,51,5,27,26,9.67,4.33,2.23,25.5,11.4,1.34,1.09,1.133,SU,1.0
2015,72463,안지만,삼성,,False,78.333,66,3.33191,1.3,4,3,0,37,0,96,26,2,76,8,29,29,11.03,2.99,3.69,29.7,8.0,2.205,2.21,1.187,SU,1.0
2016,72463,안지만,삼성,,False,37.333,31,5.78571,1.58,2,5,5,5,0,41,15,4,44,9,26,24,9.88,3.62,2.73,23.7,8.7,-1.109,-0.23,1.204,RP,1.0
2015,64041,안현준,KT,,False,16.0,13,5.0625,2.19,0,0,0,0,0,25,12,1,23,1,13,9,14.06,6.75,2.08,29.8,14.3,-0.072,0.07,1.231,RP,1.0
2016,64041,안현준,KT,,False,12.0,11,6.0,1.67,0,0,0,0,0,12,9,2,11,2,8,8,9.0,6.75,1.33,21.1,15.8,-0.02,-0.01,1.091,RP,1.0
2020,64041,안현준,KT,,False,0.333,1,108.0,12.0,0,0,0,0,0,0,2,0,2,0,4,4,0.0,54.0,0.0,0.0,40.0,-0.002,-0.13,0.333,RP,1.0
2024,54664,알드레드,KIA,,False,43.667,9,4.53435,1.26,3,2,0,0,3,52,17,2,38,4,24,22,10.72,3.5,3.06,28.3,9.2,0.392,0.84,4.852,SP,1.0
2019,69045,알칸타라,KT,투수,True,172.667,27,4.01351,1.25,11,11,0,0,18,100,27,8,189,15,80,77,5.21,1.41,3.7,13.8,3.7,2.735,3.5,6.395,SP,1.0
2020,69045,알칸타라,두산,투수,True,198.667,31,2.53691,1.03,20,2,0,0,27,182,30,9,174,12,58,56,8.24,1.36,6.07,22.9,3.8,6.486,6.52,6.409,SP,1.0
2023,69045,알칸타라,두산,투수,True,192.0,31,2.67188,1.07,13,9,0,0,22,162,35,5,171,16,67,57,7.59,1.64,4.63,20.8,4.5,4.822,4.9399999999999995,6.194,SP,1.0
2024,69045,알칸타라,두산,투수,False,64.333,12,4.75648,1.24,2,2,0,0,5,34,22,2,58,10,35,34,4.76,3.08,1.55,12.6,8.1,0.789,0.56,5.361,SP,1.0
2025,69045,알칸타라,키움,투수,False,121.0,19,3.2727272727272725,1.12,8,4,0,0,14,92,10,4,125,11,50,44,6.84,0.74,9.2,18.7,2.0,2.604,2.79,6.368,SP,1.0
2026,69045,알칸타라,키움,투수,True,117.0,19,3.846153846153846,1.11,8,7,0,0,10,103,14,5,116,17,51,50,7.92,1.08,7.36,21.5,2.9,1.6840000000000002,2.36,6.158,SP,0.757
2017,67559,애디튼,롯데,,False,70.0,15,5.91429,1.5699999999999998,2,7,0,0,2,60,25,5,85,7,54,46,7.71,3.21,2.4,18.5,7.7,-0.14,0.7,4.667,SP,1.0
2022,52308,애플러,키움,투수,False,140.333,33,4.29691,1.51,6,8,0,0,8,86,40,6,172,13,69,67,5.52,2.57,2.15,13.8,6.4,1.821,1.61,4.253,SP,1.0
2023,53664,앤더슨,KIA,투수,False,79.0,14,3.75949,1.29,4,7,0,0,8,64,26,2,76,6,42,33,7.29,2.96,2.46,19.0,7.7,0.942,1.02,5.643,SP,1.0
2024,54833,앤더슨,SSG,투수,False,115.667,24,3.89049,1.31,11,3,0,0,9,158,53,8,98,11,55,50,12.29,4.12,2.98,31.9,10.7,2.174,2.83,4.819,SP,1.0
2025,54833,앤더슨,SSG,투수,True,171.667,30,2.254368932038835,1.0,12,7,0,0,17,245,51,9,121,13,53,43,12.84,2.67,4.8,35.3,7.3,4.681,6.14,5.722,SP,1.0
2012,62644,앤서니,KIA,,True,171.667,32,3.82718,1.4,11,13,1,0,14,94,67,7,174,15,84,73,4.93,3.51,1.4,12.6,9.0,0.0,,5.365,SP,1.0
2013,62644,앤서니,KIA,,False,36.0,30,4.5,1.58,0,3,20,0,0,25,15,3,42,1,18,18,6.25,3.75,1.67,15.7,9.4,0.0,,1.2,CL,1.0
2014,64737,앨버스,한화,,True,151.333,28,5.88767,1.59,6,13,0,0,10,107,40,4,200,18,108,99,6.36,2.38,2.67,15.9,5.9,-3.18,3.18,5.405,SP,1.0
2020,50813,양선률,SK,투수,False,1.0,1,9.0,3.0,0,0,0,0,0,0,2,0,1,1,1,1,0.0,18.0,0.0,0.0,40.0,-0.017,-0.05,1.0,RP,1.0
2021,50813,양선률,SSG,투수,False,1.0,1,27.0,6.0,0,1,0,0,0,1,3,1,3,0,3,3,9.0,27.0,0.33,10.0,30.0,-0.245,-0.13,1.0,RP,1.0
2010,76759,양승진,한화,,False,45.333,17,8.93382,2.05,1,5,0,0,2,37,33,4,60,10,49,45,7.35,6.55,1.12,15.9,14.2,0.0,,2.667,SP,1.0
2011,76759,양승진,LG,,False,2.333,5,3.85714,3.0,0,0,0,0,0,3,5,0,2,0,1,1,11.57,19.29,0.6,21.4,35.7,0.0,,0.467,RP,1.0
2012,76759,양승진,LG,,False,0.667,1,40.5,7.5,0,0,0,0,0,0,2,0,3,0,3,3,0.0,27.0,0.0,0.0,28.6,0.0,,0.667,RP,1.0
2019,69646,양승철,KIA,,False,16.333,11,12.1224,2.33,1,1,0,0,0,11,15,0,23,3,22,22,6.06,8.27,0.73,12.9,17.6,-0.287,-0.66,1.485,RP,1.0
2020,69646,양승철,KIA,,False,28.667,15,7.84884,2.27,0,0,0,0,0,13,24,3,41,4,26,25,4.08,7.53,0.54,9.0,16.7,0.095,-0.53,1.911,RP,1.0
2026,56165,양우진,LG,투수,False,0.667,1,27.0,6.0,0,0,0,0,0,0,1,0,3,1,3,2,0.0,13.5,0.0,0.0,14.3,-0.001,-0.08,0.667,RP,0.757
2025,55215,양재훈,두산,투수,False,23.333,19,4.242857142857143,1.16,0,0,1,0,0,19,8,0,19,3,11,11,7.33,3.09,2.38,20.4,8.6,0.181,0.13,1.228,RP,1.0
