collect_year,playerId,playerName,teamName,isRetire,isPlayer,pitcherGameCount,pitcherInning,pitcherEra,pitcherWhip,pitcherWin,pitcherLose,pitcherSave,pitcherHold,pitcherHit,pitcherWar,sort_source
2015,65058,정성곤,KT,N,Y,20,58,8.53448,2.28,2,6,0,0,81,-0.12,pitcherWhip
2015,76355,장원삼,삼성,Y,Y,26,136 2/3,5.79512,1.47,10,9,0,0,151,0.51,pitcherInning
2015,63111,류제국,LG,Y,Y,24,130,4.77692,1.45,4,9,0,0,134,0.42,pitcherInning
2015,64021,박세웅,롯데,N,Y,31,114,5.76316,1.61,2,11,0,0,129,1.0,pitcherInning
2015,72447,권혁,한화,Y,Y,78,112,4.98214,1.58,9,13,17,6,124,0.69,pitcherInning
2015,74731,송창식,한화,Y,Y,64,109,6.44037,1.64,8,7,0,11,115,-0.67,pitcherInning
2015,61891,임정우,LG,N,Y,54,109,5.0367,1.59,6,9,5,3,123,0.08,pitcherInning
2015,97571,손민한,NC,N,Y,26,105,4.88571,1.3,11,6,0,0,122,0.98,pitcherInning
2015,78257,진야곱,두산,Y,Y,47,102 2/3,7.01299,1.83,5,9,0,4,120,-0.82,pitcherInning
2015,70425,배영수,한화,Y,Y,32,101,7.0396,1.61,4,11,0,1,124,-0.72,pitcherInning
2015,74838,윤희상,SK,Y,Y,21,93 1/3,5.88214,1.58,5,9,0,0,113,0.38,pitcherInning
2015,63935,이성민,롯데,N,Y,61,72 2/3,4.58257,1.72,5,7,4,7,92,0.69,pitcherSave
2015,70329,마일영,한화,N,Y,2,0 1/3,0.0,3.0,0,0,0,0,0,-0.03,pitcherWhip
2015,70615,강영식,롯데,Y,Y,50,38 2/3,4.18966,1.29,2,1,2,6,40,0.57,pitcherSave
2015,60845,문광은,SK,N,Y,53,64 1/3,6.85492,1.77,1,5,1,11,87,-1.01,pitcherSave
2015,70142,김광수,KIA,Y,Y,41,43 2/3,4.53435,1.51,4,4,0,9,53,0.56,pitcherHold
2015,75138,신재웅,SK,Y,Y,61,50 1/3,4.11258,1.77,0,1,0,9,72,0.12,pitcherHold
2015,71260,이재우,두산,Y,Y,37,46,6.26087,1.5699999999999998,0,2,0,9,44,-0.48,pitcherHold
2015,74630,박근홍,삼성,N,Y,66,48 2/3,2.9589,1.29,2,2,0,8,39,0.83,pitcherHold
2015,72535,이명우,롯데,Y,Y,59,59,5.64407,1.66,2,1,0,6,78,0.28,pitcherHold
2015,61666,한승혁,KIA,N,Y,49,56,5.46429,1.63,2,6,0,6,55,0.15,pitcherHold
2015,71255,김태영,KIA,N,Y,27,26,5.19231,1.69,0,2,0,4,36,0.18,pitcherHold
2015,75149,홍성용,KT,Y,Y,42,39 2/3,3.85714,1.31,0,4,0,10,39,0.85,pitcherHold
2015,65630,에반,KIA,N,Y,16,26 1/3,4.44304,1.63,4,0,0,4,30,0.44,pitcherHold
2015,62919,김기현,한화,N,Y,54,41 1/3,4.35484,1.6,1,0,0,3,36,0.34,pitcherHold
2015,63638,박준표,KIA,Y,Y,37,46,6.26087,1.41,2,2,0,3,54,0.17,pitcherHold
2015,70839,신승현,LG,N,Y,37,35 2/3,4.79439,1.4,0,1,0,3,32,-0.07,pitcherHold
2015,65057,이창재,KT,N,Y,38,33,6.81818,1.52,0,1,0,3,38,-0.15,pitcherHold
2015,98259,이혜천,NC,N,Y,29,17 1/3,5.19231,1.27,0,0,0,3,15,-0.14,pitcherHold
2015,78760,정대훈,한화,N,Y,51,36,4.75,1.61,1,1,0,2,44,0.15,pitcherGameCount
2015,64017,심재민,KT,N,Y,50,56 1/3,6.86982,1.93,2,3,0,1,68,0.11,pitcherGameCount
2015,76650,진해수,LG,Y,Y,39,28 1/3,5.71765,1.59,2,2,0,4,29,-0.3,pitcherHold
2015,61329,윤지웅,LG,Y,Y,78,62,3.77419,1.03,3,1,0,12,47,0.85,pitcherHold
2015,79293,오현택,두산,N,Y,61,56,5.30357,1.34,1,3,0,13,59,0.26,pitcherHold
2015,63959,임정호,NC,N,Y,80,48,3.75,1.21,1,2,0,14,31,0.68,pitcherHold
2015,60636,심동섭,KIA,Y,Y,69,57 1/3,5.02326,1.5699999999999998,3,1,1,21,47,0.31,pitcherSave
2015,72551,이정민,롯데,Y,Y,34,44 2/3,5.84328,2.01,1,4,1,5,59,-0.11,pitcherSave
2015,75340,전유수,SK,Y,Y,66,77 2/3,4.40343,1.39,3,6,1,5,66,0.68,pitcherSave
2015,79440,정인욱,삼성,N,Y,12,29 1/3,8.28409,1.91,2,2,1,0,40,-0.26,pitcherSave
2015,78148,정찬헌,LG,Y,Y,32,44,5.52273,1.43,3,6,1,5,49,-0.25,pitcherSave
2015,61643,홍건희,KIA,N,Y,38,82,6.03659,1.72,2,5,1,0,84,-0.45,pitcherSave
2015,64907,강장산,NC,Y,Y,20,25 2/3,5.61039,1.64,0,0,0,0,27,-0.21,pitcherSave
2015,64001,고영표,KT,N,Y,46,57,5.68421,1.53,3,4,0,0,68,0.58,pitcherSave
2015,78248,고창성,NC,Y,Y,6,9 2/3,3.72414,1.55,0,0,0,0,11,0.03,pitcherSave
2015,72523,고효준,SK,N,Y,30,51,6.17647,1.8,0,3,0,0,61,-0.33,pitcherSave
2015,79748,구본범,한화,N,Y,3,1,0.0,2.0,0,0,0,0,0,0.02,pitcherSave
2015,99445,권오준,삼성,Y,Y,30,28,8.03571,1.5,0,0,0,0,33,-0.4,pitcherSave
2015,75258,금민철,넥센,N,Y,7,22,4.5,1.77,1,1,0,0,25,0.34,pitcherSave
2015,77263,김강률,두산,N,Y,16,14 2/3,2.45455,1.64,3,1,0,3,14,0.19,pitcherSave
2015,60339,김건태,넥센,Y,Y,13,15 1/3,7.04348,1.96,0,2,0,1,20,-0.16,pitcherSave
2015,71851,김건한,삼성,N,Y,16,16 1/3,6.06122,2.08,1,1,0,0,26,-0.02,pitcherSave
2015,99152,김광삼,LG,Y,Y,4,15 2/3,5.74468,1.6,0,1,0,0,16,-0.22,pitcherSave
2015,73226,김성배,롯데,Y,Y,45,39 2/3,7.71429,1.76,2,3,1,5,51,-0.09,pitcherSave
2015,73241,정재훈,롯데,Y,Y,10,6 1/3,7.10526,3.47,0,0,0,0,16,-0.15,pitcherWhip
2015,71801,정대현,롯데,N,Y,19,18 1/3,2.94545,1.25,2,1,3,3,16,0.43,pitcherSave
2015,74359,오주원,넥센,Y,Y,9,18 1/3,9.32727,2.35,0,2,0,0,31,-0.29,pitcherEra
2015,63342,조상우,넥센,N,Y,70,93 1/3,3.08571,1.14,8,5,5,19,65,2.46,pitcherWar
2015,74857,정우람,SK,Y,Y,69,70,3.21429,1.14,7,5,16,11,52,2.45,pitcherWar
2015,77591,송승준,롯데,Y,Y,25,125,4.752,1.42,8,7,0,0,131,2.43,pitcherWar
2015,61323,이태양,NC,N,Y,29,137 1/3,3.6699,1.32,10,5,0,0,141,2.4,pitcherWar
2015,73632,임준혁,KIA,Y,Y,27,118 2/3,4.09551,1.42,9,6,0,2,125,2.4,pitcherWar
2015,65658,스틴슨,KIA,N,Y,32,167,4.95808,1.52,11,10,0,0,190,2.33,pitcherWar
2015,72463,안지만,삼성,Y,Y,66,78 1/3,3.33191,1.3,4,3,0,37,76,2.21,pitcherWar
2015,65067,조무근,KT,Y,Y,43,71 2/3,1.88372,1.2,8,5,4,2,54,2.66,pitcherWar
2015,99737,박정진,한화,Y,Y,76,96,3.09375,1.28,6,1,1,15,84,2.16,pitcherWar
2015,95657,임창용,삼성,Y,Y,55,54,2.83333,1.07,5,2,33,0,45,2.0,pitcherWar
2015,61434,저마노,KT,N,Y,15,76 2/3,4.93043,1.64,3,6,0,1,111,1.92,pitcherWar
2015,60263,이재학,NC,N,Y,29,125,4.104,1.38,10,8,0,1,115,1.83,pitcherWar
2015,60264,정대현,KT,N,Y,30,118,5.18644,1.69,5,11,0,0,138,1.77,pitcherWar
2015,62597,유먼,한화,N,Y,17,91 2/3,4.51636,1.46,4,6,0,0,96,1.67,pitcherWar
2015,65425,클로이드,삼성,N,Y,28,159 2/3,5.1858,1.43,11,11,0,0,190,1.67,pitcherWar
2015,73738,안영명,한화,Y,Y,35,125 1/3,5.0984,1.5699999999999998,10,6,0,1,137,1.62,pitcherWar
2015,62363,한현희,넥센,N,Y,45,123 1/3,4.81622,1.35,11,4,0,10,126,2.08,pitcherWar
2015,76455,차우찬,삼성,Y,Y,31,173,4.78613,1.35,13,7,0,1,160,2.68,pitcherWar
2015,62451,탈보트,한화,N,Y,30,156 1/3,4.72068,1.52,10,11,0,0,153,2.77,pitcherWar
2015,65331,피어밴드,넥센,N,Y,30,177 1/3,4.66917,1.48,13,11,0,0,202,2.89,pitcherWar
2015,63950,장현식,NC,N,Y,2,2,9.0,2.5,0,0,0,0,3,-0.04,pitcherEra
2015,65543,린드블럼,롯데,Y,Y,32,210,3.55714,1.18,13,11,0,0,196,6.08,pitcherWar
2015,62322,밴헤켄,넥센,N,Y,32,196 2/3,3.61525,1.31,15,8,0,0,190,5.61,pitcherWar
2015,63938,해커,NC,N,Y,31,204,3.13235,1.03,19,5,0,0,174,5.48,pitcherWar
2015,74454,윤성환,삼성,N,Y,30,194,3.75773,1.18,17,8,0,0,199,4.76,pitcherWar
2015,77199,옥스프링,KT,N,Y,31,185,4.47568,1.44,12,10,0,0,200,4.59,pitcherWar
2015,65444,피가로,삼성,N,Y,25,165,3.38182,1.24,13,7,0,0,154,4.35,pitcherWar
2015,65931,스튜어트,NC,N,Y,19,117 2/3,2.67705,1.21,8,2,0,0,116,4.12,pitcherWar
2015,79229,유희관,두산,Y,Y,30,189 2/3,3.93849,1.25,18,5,0,0,193,3.99,pitcherWar
2015,65546,레일리,롯데,N,Y,31,179 1/3,3.9145,1.33,11,9,0,0,182,3.95,pitcherWar
2015,65856,켈리,SK,N,Y,30,181,4.12707,1.34,11,10,0,0,188,3.88,pitcherWar
2015,77829,김광현,SK,N,Y,30,176 2/3,3.71887,1.35,14,6,0,1,173,3.61,pitcherWar
2015,73117,우규민,LG,N,Y,25,152 2/3,3.41921,1.18,11,9,0,0,163,3.18,pitcherWar
2015,74513,장원준,두산,Y,Y,30,169 2/3,4.08448,1.47,12,12,0,0,182,3.04,pitcherWar
2015,65742,로저스,한화,N,Y,10,75 2/3,2.97357,1.08,6,2,0,0,62,3.03,pitcherWar
2015,75620,윤석민,KIA,Y,Y,51,70,2.95714,1.33,2,6,30,0,69,2.93,pitcherWar
2015,62698,소사,LG,N,Y,32,194 1/3,4.02916,1.21,10,12,0,1,199,2.91,pitcherWar
2015,73750,윤규진,한화,Y,Y,40,50 2/3,2.66447,1.18,3,2,10,3,39,1.5699999999999998,pitcherWar
2015,76329,이현승,두산,Y,Y,41,46 2/3,2.89286,1.18,3,1,18,2,45,1.53,pitcherWar
2015,77318,장시환,KT,N,Y,47,74 2/3,3.97768,1.35,7,5,12,0,73,2.56,pitcherWar
2015,65643,문경찬,KIA,N,Y,8,27 2/3,9.75904,1.95,1,3,0,0,44,-0.43,pitcherEra
2015,79764,장민재,한화,N,Y,4,4,18.0,4.0,0,0,0,0,9,-0.19,pitcherEra
2015,65661,이종석,KIA,N,Y,2,4,15.75,3.0,0,0,0,0,10,-0.18,pitcherEra
2015,77927,장필준,삼성,N,Y,2,4,15.75,2.5,0,0,0,0,10,-0.2,pitcherEra
2015,74543,최대성,KT,Y,Y,8,2 2/3,13.5,4.13,0,0,0,0,4,-0.12,pitcherEra
2015,77229,이원재,두산,N,Y,12,10 2/3,12.6563,3.09,1,0,0,0,21,-0.38,pitcherEra
2015,63292,박소준,두산,N,Y,3,2 1/3,11.5714,3.0,0,0,0,0,4,-0.08,pitcherEra
2015,74748,정재원,한화,Y,Y,3,4,11.25,2.0,0,0,0,0,5,-0.11,pitcherEra
2015,76430,김태혁,넥센,N,Y,2,5,10.8,3.0,0,1,0,0,10,-0.2,pitcherEra
2015,62263,변시원,두산,Y,Y,1,1 2/3,10.8,2.4,1,0,0,0,1,-0.09,pitcherEra
2015,61569,이경우,롯데,N,Y,1,1 2/3,10.8,1.8,0,0,0,0,2,-0.05,pitcherEra
2015,63960,이상민,넥센,N,Y,23,19 1/3,10.7069,2.02,0,1,0,1,29,-0.49,pitcherEra
2015,62920,노건우,NC,N,Y,17,23 2/3,10.6479,2.37,1,2,0,0,33,-0.84,pitcherEra
2015,63543,구승민,롯데,N,Y,11,29,10.2414,1.9,0,2,0,0,46,-0.49,pitcherEra
2015,64565,이인복,롯데,N,Y,9,20 1/3,10.1803,2.16,0,0,0,0,36,-0.43,pitcherEra
2015,64354,구자형,넥센,N,Y,3,2 2/3,10.125,2.25,0,0,0,0,4,-0.04,pitcherEra
2015,79746,허유강,한화,N,Y,5,2 2/3,10.125,1.13,0,0,0,0,1,-0.05,pitcherEra
2015,65062,김재윤,KT,N,Y,42,44 2/3,4.23134,1.3,1,2,0,6,46,1.46,pitcherWar
2015,64995,배재환,NC,N,Y,1,1,18.0,4.0,0,0,0,0,1,-0.05,pitcherEra
2015,74556,허준혁,롯데,N,Y,3,1 2/3,21.6,3.6,0,0,0,0,6,-0.13,pitcherEra
2015,61457,임현준,삼성,Y,Y,7,6 1/3,11.3684,2.05,0,0,0,0,11,-0.23,pitcherEra
2015,62655,홍성민,롯데,N,Y,67,82,3.95122,1.33,4,4,1,8,85,1.43,pitcherWar
2015,63137,이윤학,KT,N,Y,2,3,24.0,3.67,0,0,0,0,9,-0.15,pitcherEra
2015,61240,니퍼트,두산,Y,Y,20,90,5.1,1.52,6,5,0,0,104,1.38,pitcherWar
2015,97336,최영필,KIA,Y,Y,59,63,2.85714,1.03,5,2,0,10,57,1.35,pitcherWar
2015,60841,박종훈,SK,N,Y,33,118,5.18644,1.49,6,8,0,0,123,1.32,pitcherWar
2015,75750,양훈,넥센,N,Y,16,38 1/3,1.4087,1.23,2,1,0,0,33,1.22,pitcherWar
2015,61214,이현호,두산,Y,Y,49,86,4.18605,1.37,6,1,0,2,83,1.22,pitcherWar
2015,65056,엄상백,KT,N,Y,28,100,6.66,1.77,5,6,0,0,127,1.15,pitcherWar
2015,61411,심창민,삼성,N,Y,61,67 1/3,4.27723,1.16,6,3,0,9,54,1.11,pitcherWar
2015,67845,밴와트,SK,N,Y,12,56 1/3,4.63314,1.47,5,3,0,0,70,1.21,pitcherWar
2015,77253,이용호,두산,N,Y,2,0 1/3,81.0,12.0,0,0,0,0,2,-0.09,pitcherEra
2015,61767,문재현,한화,N,Y,2,0 1/3,54.0,12.0,0,0,0,0,1,-0.06,pitcherEra
2015,72333,이대환,NC,N,Y,1,0 1/3,54.0,6.0,0,0,0,0,2,-0.06,pitcherEra
2015,63936,윤강민,NC,Y,Y,2,1,45.0,5.0,0,0,0,0,2,-0.18,pitcherEra
2015,70820,이승호,NC,N,Y,1,1,36.0,4.0,0,1,0,0,3,-0.16,pitcherEra
2015,60255,장민익,두산,N,Y,4,4,29.25,4.75,0,0,0,0,11,-0.47,pitcherEra
2015,79847,김태훈,SK,N,Y,1,0 1/3,27.0,3.0,0,0,0,0,0,-0.03,pitcherEra
2015,65137,루카스,LG,N,Y,33,171 2/3,4.92816,1.65,10,11,0,1,175,0.61,pitcherEra
2016,79535,허준혁,두산,Y,Y,28,89 1/3,5.64179,1.62,4,7,0,0,106,0.1,pitcherInning
2016,72862,윤길현,롯데,N,Y,62,60,6.0,1.62,7,7,2,16,75,0.1,pitcherWin
2016,75867,김진성,NC,N,Y,69,84 1/3,4.48221,1.13,6,8,1,14,79,0.56,pitcherInning
2016,99737,박정진,한화,Y,Y,77,84,5.57143,1.54,4,4,0,6,96,0.42,pitcherInning
2016,71845,채병용,SK,Y,Y,68,83 2/3,4.30279,1.27,6,3,2,9,77,0.98,pitcherInning
2016,76355,장원삼,삼성,Y,Y,26,78 1/3,7.00851,1.75,5,8,0,2,114,-0.08,pitcherInning
2016,63950,장현식,NC,N,Y,37,76 1/3,4.48035,1.45,1,3,0,1,68,0.81,pitcherInning
2016,61365,김대우,삼성,N,Y,67,66,5.04545,1.53,6,0,0,11,82,0.26,pitcherWin
2016,77927,장필준,삼성,N,Y,56,72,5.13,1.5,4,6,4,9,82,0.48,pitcherSave
2016,77446,백정현,삼성,N,Y,70,68 2/3,5.76699,1.5,6,3,0,9,73,0.51,pitcherWin
2016,63935,이성민,롯데,N,Y,36,68 2/3,7.07767,1.91,6,5,0,1,89,-0.31,pitcherWin
2016,76329,이현승,두산,Y,Y,56,57 2/3,4.83815,1.42,1,4,25,1,65,-0.1,pitcherSave
2016,95657,임창용,KIA,Y,Y,34,35,4.37143,1.5699999999999998,3,3,15,0,45,0.65,pitcherSave
2016,70142,김광수,KIA,Y,Y,54,52 1/3,5.15924,1.7,2,6,7,14,67,0.36,pitcherSave
2016,77318,장시환,KT,N,Y,40,75 1/3,6.33186,1.81,3,12,6,3,93,0.36,pitcherSave
2016,78247,홍상삼,두산,N,Y,11,12,5.25,1.75,0,1,5,1,12,0.13,pitcherSave
2016,60264,정대현,KT,N,Y,22,91 1/3,7.29197,1.74,4,10,0,0,115,0.42,pitcherInning
2016,72749,마정길,넥센,Y,Y,61,63 2/3,4.09948,1.49,6,1,0,12,61,0.46,pitcherWin
2016,63512,박진형,롯데,N,Y,39,93,5.80645,1.67,6,2,0,3,101,0.84,pitcherInning
2016,62338,박종윤,넥센,N,Y,1,2,4.5,3.5,0,0,0,0,5,0.04,pitcherWhip
2016,74731,송창식,한화,Y,Y,66,97 2/3,4.97611,1.45,8,5,0,8,97,0.65,pitcherInning
2016,75668,곽정철,KIA,Y,Y,27,27 1/3,7.90244,2.05,0,1,2,1,34,-0.46,pitcherSave
2016,65392,김정인,넥센,N,Y,2,2,0.0,3.0,0,0,0,0,3,0.06,pitcherWhip
2016,75730,윤근영,KT,N,Y,3,4,6.75,2.75,0,0,0,0,6,-0.1,pitcherWhip
2016,66440,벨레스터,삼성,N,Y,3,12 1/3,8.02703,2.59,0,3,0,0,20,-0.15,pitcherWhip
2016,79657,박상혁,NC,Y,Y,2,2 1/3,7.71429,2.57,0,0,0,0,3,-0.05,pitcherWhip
2016,63248,함덕주,두산,N,Y,15,8 2/3,6.23077,2.42,0,0,0,0,10,-0.04,pitcherWhip
2016,77253,이용호,두산,N,Y,1,1 2/3,5.4,2.4,0,0,0,0,3,0.0,pitcherWhip
2016,64204,홍영현,두산,N,Y,6,6 1/3,7.10526,2.37,1,0,0,0,9,-0.1,pitcherWhip
2016,79617,정용운,KIA,Y,Y,12,21 2/3,7.89231,2.35,0,1,0,0,31,-0.21,pitcherWhip
2016,60757,김경태,한화,Y,Y,10,11 2/3,7.71429,2.23,0,0,0,0,17,-0.07,pitcherWhip
2016,60634,임기준,KIA,N,Y,19,31 1/3,6.03191,2.23,0,2,1,1,37,-0.1,pitcherWhip
2016,60841,박종훈,SK,N,Y,28,140,5.65714,1.66,8,13,0,0,141,0.88,pitcherInning
2016,73117,우규민,LG,N,Y,28,132,4.90909,1.53,6,11,0,1,166,0.52,pitcherInning
2016,74167,심수창,한화,Y,Y,66,113 1/3,5.95588,1.73,5,5,2,6,138,0.12,pitcherInning
2016,79440,정인욱,삼성,N,Y,27,111,6.81081,1.8,4,7,0,0,138,0.01,pitcherInning
2016,62966,최금강,NC,N,Y,52,108,5.0,1.47,11,4,2,4,123,0.56,pitcherInning
2016,73750,윤규진,한화,Y,Y,41,100 1/3,6.81728,1.78,7,7,1,3,125,0.25,pitcherInning
2016,73211,노경은,롯데,N,Y,22,94 2/3,6.84507,1.86,3,12,0,0,128,0.25,pitcherInning
2016,62648,김윤동,KIA,N,Y,31,53,5.43396,1.62,0,3,2,2,48,0.15,pitcherSave
2016,75340,전유수,SK,Y,Y,46,54 1/3,5.13497,1.77,2,4,0,3,67,-0.03,pitcherGameCount
2016,74359,오주원,넥센,Y,Y,55,51,4.41176,1.31,3,2,2,7,50,0.78,pitcherSave
2016,74630,박근홍,삼성,N,Y,60,41,7.46341,1.6800000000000002,0,2,0,9,42,-0.4,pitcherHold
2016,61666,한승혁,KIA,N,Y,36,33 1/3,4.86,1.65,3,2,1,9,36,0.12,pitcherHold
2016,71801,정대현,롯데,N,Y,24,17 1/3,5.19231,2.13,1,0,0,8,24,-0.01,pitcherHold
2016,99445,권오준,삼성,Y,Y,41,46 1/3,3.88489,1.27,1,3,0,7,48,0.44,pitcherHold
2016,65343,김택형,넥센,N,Y,32,28 1/3,7.62353,1.84,2,2,0,7,41,-0.33,pitcherHold
2016,64017,심재민,KT,N,Y,59,54 1/3,5.46626,1.82,2,3,0,7,75,0.25,pitcherHold
2016,63959,임정호,NC,N,Y,42,23 1/3,5.4,1.54,1,1,1,7,25,-0.06,pitcherHold
2016,70615,강영식,롯데,Y,Y,24,11 2/3,5.4,1.89,0,2,0,5,13,-0.05,pitcherHold
2016,64001,고영표,KT,N,Y,53,56 1/3,5.59172,1.49,2,4,0,5,65,0.44,pitcherHold
2016,66928,박준영,NC,Y,Y,32,33 2/3,6.9505,1.63,1,3,0,5,37,-0.68,pitcherHold
2016,63638,박준표,KIA,Y,Y,46,51 2/3,6.27097,1.59,4,0,0,5,60,-0.18,pitcherHold
2016,77263,김강률,두산,N,Y,25,28,5.14286,1.71,0,2,0,4,31,-0.07,pitcherHold
2016,73248,김승회,SK,Y,Y,23,24 1/3,5.91781,1.56,1,1,0,4,29,-0.01,pitcherHold
2016,66050,로위,KT,N,Y,14,60,6.3,1.88,3,6,0,0,74,0.89,pitcherKk
2016,65933,구창모,NC,N,Y,39,68 2/3,4.19417,1.43,4,1,0,1,61,0.82,pitcherKk
2016,78257,진야곱,두산,Y,Y,55,62,4.93548,1.74,5,2,1,4,68,-0.07,pitcherGameCount
2016,66359,유재훈,넥센,N,Y,1,0 1/3,0.0,6.0,0,0,0,0,0,0.0,pitcherWhip
2016,61329,윤지웅,LG,Y,Y,59,44,6.54545,1.5,4,2,0,11,48,-0.63,pitcherHold
2016,75250,박정배,SK,Y,Y,49,51 2/3,5.4,1.39,2,3,2,11,55,-0.04,pitcherSave
2016,76650,진해수,LG,Y,Y,75,54,4.66667,1.74,0,4,1,17,57,-0.06,pitcherHold
2016,65057,이창재,KT,N,Y,47,40 1/3,5.13223,1.56,3,1,1,2,48,0.33,pitcherSave
2016,62242,윤명준,두산,Y,Y,55,57,3.94737,1.19,4,0,2,11,51,0.72,pitcherSave
2016,71118,이동현,LG,N,Y,46,43 1/3,5.4,1.5699999999999998,4,3,2,5,54,-0.08,pitcherSave
2016,62655,홍성민,롯데,N,Y,52,42 1/3,4.46457,1.44,1,1,2,5,45,0.38,pitcherSave
2016,75149,홍성용,KT,Y,Y,67,46 1/3,6.02158,1.83,2,2,2,12,66,0.01,pitcherSave
2016,65048,김민수,KT,N,Y,7,8,6.75,2.13,0,0,1,0,14,0.01,pitcherSave
2016,99563,김사율,KT,Y,Y,25,30 1/3,5.34066,1.52,0,1,1,1,29,0.13,pitcherSave
2016,73226,김성배,두산,Y,Y,39,37 1/3,6.02679,2.09,0,1,1,5,59,-0.17,pitcherSave
2016,64596,김유영,롯데,N,Y,46,34 1/3,6.5534,1.95,0,1,1,3,37,-0.38,pitcherSave
2016,66859,김주한,SK,N,Y,39,59 1/3,4.24719,1.28,3,1,1,2,62,0.94,pitcherSave
2016,78243,박민석,NC,Y,Y,21,21 2/3,1.66154,0.97,0,0,1,3,10,0.53,pitcherSave
2016,79191,배우열,KT,Y,Y,36,40 1/3,4.01653,1.61,1,1,1,4,47,0.72,pitcherSave
2016,72321,배힘찬,KIA,N,Y,3,5 2/3,7.94118,1.76,0,0,1,0,7,-0.1,pitcherSave
2016,66742,서캠프,한화,N,Y,17,41 1/3,6.31452,1.72,2,5,1,0,54,0.37,pitcherSave
2016,70839,신승현,LG,N,Y,49,45 1/3,4.96324,1.43,3,1,1,9,41,-0.14,pitcherSave
2016,60636,심동섭,KIA,Y,Y,54,37 2/3,6.45133,1.75,5,2,1,13,45,-0.39,pitcherSave
2016,65056,엄상백,KT,N,Y,52,73 1/3,6.75,1.81,1,5,1,8,93,0.08,pitcherSave
2016,75620,윤석민,KIA,Y,Y,16,31,3.19355,1.42,2,2,1,6,36,0.83,pitcherSave
2016,60181,김지용,LG,Y,Y,51,63,3.57143,1.11,3,4,0,17,52,0.68,pitcherHold
2016,65067,조무근,KT,Y,Y,38,38 2/3,8.61207,2.22,2,0,0,4,59,-0.46,pitcherEra
2016,72463,안지만,삼성,Y,Y,31,37 1/3,5.78571,1.58,2,5,5,5,44,-0.23,pitcherSave
