collect_year,playerId,playerName,teamName,isRetire,isPlayer,hitterGameCount,hitterAb,hitterHra,hitterObp,hitterSlg,hitterOps,hitterWrcPlus,hitterHr,hitterRbi,hitterRun,hitterHit,hitterH2,hitterH3,hitterBb,hitterKk,hitterSb,hitterCs,hitterGd,hitterWpa,hitterWar,sort_source
2018,78224,김재환,두산,N,Y,139,527,0.33396584440227706,0.405,0.657,1.062,184.9,44,133,104,176,36,1,59,134,2,,,3.839,9.39,hitterWar
2018,75125,박병호,넥센,Y,Y,113,400,0.345,0.457,0.718,1.175,169.3,43,112,88,138,20,0,68,114,0,,,5.25,7.18,hitterWar
2018,67450,러프,삼성,N,Y,137,506,0.3300395256916996,0.419,0.605,1.024,141.8,33,125,97,167,32,4,65,107,5,,,4.102,7.12,hitterWar
2018,76267,최주환,두산,N,Y,138,519,0.3333333333333333,0.397,0.582,0.979,162.2,26,108,87,173,39,6,51,89,1,,,2.592,6.58,hitterWar
2018,79192,채은성,LG,N,Y,139,529,0.33081285444234404,0.379,0.548,0.927,161.2,25,119,78,175,36,2,35,97,3,,,2.205,6.52,hitterWar
2018,76290,김현수,LG,N,Y,117,453,0.3620309050772627,0.415,0.589,1.004,176.1,20,101,95,164,39,2,47,61,1,,,2.765,6.47,hitterWar
2018,67872,로맥,SK,Y,Y,141,528,0.3162878787878788,0.404,0.597,1.001,136.6,43,107,102,167,19,0,72,123,10,,,2.707,6.12,hitterWar
2018,76232,양의지,두산,N,Y,133,439,0.357630979498861,0.427,0.585,1.012,165.0,23,77,84,157,29,1,45,40,6,,,2.58,6.01,hitterWar
2018,77532,손아섭,롯데,N,Y,141,553,0.3291139240506329,0.404,0.546,0.95,125.4,26,93,109,182,32,5,68,99,20,,,2.765,5.82,hitterWar
2018,67025,로하스,KT,N,Y,144,564,0.3049645390070922,0.388,0.59,0.978,122.9,43,114,114,172,30,1,71,142,18,,,3.93,5.8100000000000005,hitterWar
2018,62947,나성범,NC,N,Y,144,556,0.3183453237410072,0.381,0.518,0.899,131.4,23,91,110,177,36,3,44,131,15,,,2.851,5.63,hitterWar
2018,78513,전준우,롯데,N,Y,144,556,0.34172661870503596,0.4,0.592,0.992,130.8,33,90,118,190,36,2,48,82,7,,,3.548,5.43,hitterWar
2018,72443,최형우,KIA,N,Y,143,528,0.3390151515151515,0.414,0.549,0.963,137.2,25,103,92,179,34,1,66,87,3,,,4.105,5.43,hitterWar
2018,71564,이대호,롯데,Y,Y,144,543,0.3333333333333333,0.394,0.593,0.987,125.4,37,125,81,181,30,0,43,75,0,,,2.596,5.27,hitterWar
2018,79608,안치홍,KIA,N,Y,130,494,0.34210526315789475,0.392,0.563,0.955,135.0,23,118,88,169,38,1,36,57,5,,,2.564,5.26,hitterWar
2018,75334,오재일,두산,Y,Y,123,401,0.2793017456359102,0.373,0.539,0.912,147.2,27,80,69,112,19,2,60,121,1,,,0.22,5.25,hitterWar
2018,62404,구자욱,삼성,N,Y,116,478,0.33263598326359833,0.392,0.533,0.925,117.8,20,84,100,159,26,5,43,110,10,,,2.876,5.22,hitterWar
2018,62895,한유섬,SK,N,Y,136,486,0.2839506172839506,0.367,0.601,0.968,125.9,41,115,97,138,31,0,52,124,4,,,2.252,4.72,hitterWar
2018,61404,김헌곤,삼성,N,Y,141,513,0.3001949317738791,0.375,0.423,0.798,95.4,11,71,77,154,26,2,54,70,22,,,-2.525,4.24,hitterWar
2018,78135,이형종,LG,N,Y,118,437,0.3157894736842105,0.377,0.467,0.844,144.1,13,42,83,138,27,0,31,82,6,,,0.454,4.17,hitterWar
2018,67341,이정후,넥센,N,Y,109,459,0.355119825708061,0.412,0.477,0.889,118.3,6,57,81,163,34,2,42,58,11,,,1.529,4.03,hitterWar
2018,68730,호잉,한화,N,Y,142,529,0.30623818525519847,0.369,0.573,0.942,104.8,30,110,85,162,47,2,51,93,23,,,3.072,4.01,hitterWar
2018,67650,버나디나,KIA,N,Y,131,513,0.30994152046783624,0.395,0.487,0.882,120.3,20,70,106,159,25,3,63,103,32,,,1.164,3.99,hitterWar
2018,68050,강백호,KT,N,Y,138,527,0.2903225806451613,0.356,0.524,0.88,107.1,29,84,108,153,32,2,52,124,3,,,1.066,3.94,hitterWar
2018,63704,노수광,SK,N,Y,135,515,0.312621359223301,0.383,0.431,0.814,106.7,8,53,93,161,21,8,48,86,25,,,1.471,3.83,hitterWar
2018,70410,김주찬,KIA,Y,Y,121,429,0.34032634032634035,0.375,0.52,0.895,116.8,18,93,71,146,23,0,23,57,8,,,1.105,3.7199999999999998,hitterWar
2018,74339,유한준,KT,Y,Y,121,428,0.338785046728972,0.406,0.533,0.939,118.7,20,83,59,145,21,1,47,53,1,,,1.9100000000000001,3.71,hitterWar
2018,79215,박건우,두산,N,Y,125,488,0.32581967213114754,0.373,0.473,0.846,129.8,12,84,79,159,24,6,28,65,7,,,2.459,3.56,hitterWar
2018,74206,김재호,두산,Y,Y,131,402,0.31094527363184077,0.39,0.48,0.87,131.4,16,75,78,125,20,0,52,77,6,,,0.594,3.46,hitterWar
2018,61102,유강남,LG,N,Y,132,425,0.2964705882352941,0.352,0.508,0.86,148.2,19,66,53,126,33,0,28,80,0,,,-1.83,3.37,hitterWar
2018,77248,오재원,두산,Y,Y,132,473,0.3128964059196617,0.369,0.463,0.832,124.8,15,81,78,148,24,1,41,119,15,,,2.373,3.34,hitterWar
2018,72133,박용택,LG,Y,Y,134,524,0.30343511450381677,0.362,0.466,0.828,135.2,15,76,89,159,38,1,47,107,3,,,1.169,3.33,hitterWar
2018,79240,허경민,두산,N,Y,133,516,0.3236434108527132,0.376,0.459,0.835,122.5,10,79,85,167,30,5,32,52,20,,,0.671,3.31,hitterWar
2018,62907,박민우,NC,N,Y,115,411,0.3236009732360097,0.383,0.438,0.821,120.0,5,33,68,133,22,5,32,51,17,,,-0.311,3.2800000000000002,hitterWar
2018,73113,박경수,KT,Y,Y,135,458,0.26200873362445415,0.354,0.472,0.826,91.6,25,74,65,120,21,0,58,129,4,,,-0.038,3.08,hitterWar
2018,76812,이재원,SK,N,Y,130,407,0.32923832923832924,0.405,0.514,0.919,128.8,17,57,63,134,24,0,43,65,0,,,1.185,3.03,hitterWar
2018,67935,스크럭스,NC,N,Y,142,501,0.25748502994011974,0.343,0.483,0.826,108.8,26,97,75,129,35,0,55,144,3,,,1.1280000000000001,2.91,hitterWar
2018,62415,박해민,삼성,N,Y,144,576,0.2986111111111111,0.36,0.432,0.792,92.3,9,68,114,172,30,10,56,99,36,,,-0.639,2.88,hitterWar
2018,78629,나지완,KIA,Y,Y,114,317,0.27129337539432175,0.377,0.574,0.951,131.4,26,78,50,86,18,0,38,81,0,,,0.324,2.86,hitterWar
2018,76313,황재균,KT,Y,Y,142,530,0.2962264150943396,0.358,0.526,0.884,101.2,25,88,76,157,41,3,49,120,14,,,1.039,2.7199999999999998,hitterWar
2018,75566,이원석,삼성,Y,Y,128,479,0.30062630480167013,0.374,0.493,0.867,106.7,20,93,74,144,30,1,52,103,2,,,2.615,2.71,hitterWar
2018,76249,민병헌,롯데,Y,Y,118,443,0.3182844243792325,0.374,0.481,0.855,98.9,17,66,74,141,21,0,35,68,8,,,-0.057,2.69,hitterWar
2018,64300,김하성,넥센,N,Y,129,511,0.2876712328767123,0.358,0.474,0.832,98.7,20,84,95,147,27,4,54,81,8,,,-0.376,2.66,hitterWar
2018,73136,이성열,한화,Y,Y,131,485,0.2948453608247423,0.347,0.553,0.9,101.1,34,102,76,143,21,1,35,143,9,,,1.496,2.56,hitterWar
2018,75847,최정,SK,N,Y,115,406,0.2438423645320197,0.368,0.547,0.915,114.4,35,74,95,99,16,1,58,129,9,,,1.665,2.54,hitterWar
2018,75808,정근우,한화,Y,Y,102,375,0.304,0.377,0.461,0.838,101.1,11,57,63,114,24,1,39,43,6,,,0.874,2.42,hitterWar
2018,74215,윤석민,KT,Y,Y,132,460,0.27608695652173915,0.337,0.448,0.785,79.4,19,60,58,127,22,0,40,69,4,,,-0.644,2.34,hitterWar
2018,61186,이천웅,LG,N,Y,112,359,0.3398328690807799,0.407,0.435,0.842,131.9,2,39,61,122,22,3,39,48,10,,,0.843,2.3,hitterWar
2018,76100,이병규,롯데,Y,Y,103,198,0.2727272727272727,0.432,0.49,0.922,119.9,10,39,31,54,11,1,50,58,0,,,1.445,2.15,hitterWar
2018,62934,김성욱,NC,N,Y,111,323,0.26006191950464397,0.32,0.433,0.753,97.8,13,45,49,84,13,2,29,64,11,,,-0.753,2.11,hitterWar
2018,67598,번즈,롯데,N,Y,133,462,0.2683982683982684,0.329,0.513,0.842,90.3,23,64,80,124,34,5,33,133,5,,,-1.432,1.74,hitterOps
2018,76753,송광민,한화,Y,Y,113,434,0.29723502304147464,0.328,0.477,0.805,92.3,18,79,63,129,24,0,18,93,4,,,-0.501,1.24,hitterOps
2018,62556,신본기,롯데,Y,Y,139,425,0.29411764705882354,0.357,0.442,0.799,87.4,11,71,55,125,28,1,33,95,1,,,-0.936,0.98,hitterOps
2018,64346,임병욱,넥센,N,Y,134,423,0.29314420803782504,0.327,0.468,0.795,88.1,13,60,76,124,29,3,22,119,16,,,-0.481,1.18,hitterOps
2018,74540,강민호,삼성,N,Y,129,427,0.2693208430913349,0.331,0.457,0.788,80.5,22,71,46,115,14,0,29,96,0,,,-2.014,0.51,hitterOps
2018,64153,양석환,LG,N,Y,140,483,0.2629399585921325,0.303,0.455,0.758,123.3,22,82,53,127,27,0,24,81,2,,,-0.725,1.99,hitterWrcPlus
2018,79109,오지환,LG,N,Y,144,533,0.2776735459662289,0.354,0.396,0.75,111.8,11,71,93,148,26,2,59,146,10,,,1.256,1.44,hitterWrcPlus
2018,62931,노진혁,NC,N,Y,125,420,0.2833333333333333,0.337,0.431,0.768,101.5,11,42,52,119,21,4,33,92,4,,,-0.68,1.1,hitterWrcPlus
2018,78603,김선빈,KIA,N,Y,127,424,0.294811320754717,0.374,0.373,0.747,93.4,4,49,73,125,17,2,48,42,4,,,0.24,1.5,hitterWrcPlus
2018,76849,이명기,KIA,Y,Y,120,447,0.30201342281879195,0.363,0.418,0.781,93.0,4,42,88,135,28,6,40,64,12,,,-1.031,1.8599999999999999,hitterWrcPlus
2018,74163,이용규,한화,N,Y,134,491,0.29327902240325865,0.379,0.332,0.711,80.3,1,36,82,144,14,1,59,62,30,,,-2.697,1.4,hitterHra
2018,77564,김민성,넥센,N,Y,128,413,0.28329297820823246,0.351,0.414,0.765,81.0,10,45,46,117,24,0,40,80,1,,,-1.956,0.66,hitterHra
2018,66838,김동엽,SK,N,Y,124,421,0.2517814726840855,0.285,0.48,0.765,82.1,27,76,58,106,15,0,17,108,11,,,-0.955,0.78,hitterHr
2018,70756,이범호,KIA,Y,Y,101,332,0.28012048192771083,0.366,0.482,0.848,108.8,20,69,41,93,7,0,42,59,1,,,0.247,1.77,hitterHr
2018,78813,모창민,NC,Y,Y,81,287,0.2787456445993031,0.328,0.498,0.826,110.0,17,62,38,80,10,1,21,51,2,,,0.798,1.12,hitterHr
2018,67394,초이스,넥센,N,Y,96,349,0.25787965616045844,0.335,0.458,0.793,99.1,17,61,55,90,19,0,33,79,2,,,-0.061,1.8,hitterHr
2018,74465,박석민,NC,Y,Y,103,318,0.25471698113207547,0.36,0.456,0.816,105.9,16,55,40,81,14,1,39,80,1,,,0.128,1.21,hitterHr
2018,77463,채태인,롯데,Y,Y,130,376,0.2925531914893617,0.356,0.46,0.816,84.9,15,75,44,110,18,0,34,107,0,,,0.05,1.74,hitterHr
2018,71837,김강민,SK,Y,Y,80,235,0.2978723404255319,0.37,0.536,0.906,117.5,14,46,40,70,14,0,22,57,10,,,-0.682,1.69,hitterHr
2018,62700,하주석,한화,N,Y,141,484,0.25413223140495866,0.3,0.364,0.664,61.9,9,52,67,123,20,3,28,130,14,,,-3.15,-0.5,hitterGameCount
2018,67304,김혜성,넥센,N,Y,136,430,0.26976744186046514,0.328,0.367,0.695,71.0,5,45,79,116,15,6,33,119,31,,,-0.902,0.63,hitterGameCount
2018,76802,김성현,SK,N,Y,135,415,0.27710843373493976,0.336,0.357,0.693,79.2,4,55,51,115,19,1,29,42,6,,,-1.205,0.73,hitterGameCount
2018,64006,심우준,KT,N,Y,135,367,0.25885558583106266,0.304,0.371,0.675,46.4,4,29,49,95,23,3,20,58,11,,,-1.8559999999999999,-0.79,hitterGameCount
2018,62234,류지혁,두산,N,Y,128,228,0.2675438596491228,0.372,0.311,0.683,96.7,1,29,52,61,7,0,29,43,7,,,-0.093,0.95,hitterGameCount
2018,60558,오태곤,KT,N,Y,128,342,0.2543859649122807,0.31,0.421,0.731,68.4,12,39,55,87,17,2,24,92,13,,,-1.089,0.62,hitterGameCount
2018,78288,최재훈,한화,N,Y,128,298,0.26174496644295303,0.337,0.329,0.666,66.5,1,27,36,78,17,0,20,61,8,,,-1.669,0.16,hitterGameCount
2018,79150,정주현,LG,Y,Y,115,303,0.2607260726072607,0.324,0.38,0.704,103.9,6,31,48,79,14,2,27,68,18,,,0.597,0.64,hitterSb
2018,61353,고종욱,넥센,N,Y,102,330,0.2787878787878788,0.309,0.4,0.709,69.6,6,54,47,92,22,0,15,96,17,,,0.481,-0.04,hitterSb
2018,60566,이상호,NC,N,Y,114,187,0.25133689839572193,0.289,0.262,0.551,42.0,0,8,32,47,2,0,8,15,13,,,-1.815,-0.88,hitterSb
2018,79402,김상수,삼성,N,Y,122,453,0.26269315673289184,0.314,0.362,0.676,60.9,10,50,63,119,13,1,27,91,12,,,-2.649,-0.46,hitterSb
2018,66462,김성훈,삼성,N,Y,110,185,0.24324324324324326,0.321,0.324,0.645,62.1,0,24,24,45,9,3,16,23,12,,,-0.374,0.15,hitterSb
2018,66508,나경민,롯데,Y,Y,87,57,0.2631578947368421,0.4,0.298,0.698,87.1,0,1,23,15,2,0,10,21,12,,,-0.413,0.17,hitterSb
2018,61869,정진기,SK,N,Y,96,201,0.24378109452736318,0.273,0.338,0.611,54.4,3,17,33,49,8,1,6,45,11,,,-0.125,-0.65,hitterSb
2018,78217,김용의,LG,Y,Y,114,159,0.23270440251572327,0.298,0.245,0.543,65.1,0,13,28,37,2,0,16,32,10,,,-0.784,-0.23,hitterSb
2018,66606,최원준,KIA,N,Y,101,302,0.271523178807947,0.324,0.364,0.688,77.5,4,32,46,82,14,1,20,58,10,,,-0.151,0.26,hitterSb
2018,66209,조수행,두산,N,Y,119,183,0.2786885245901639,0.311,0.372,0.683,79.7,1,17,35,51,6,4,9,33,9,,,-0.472,0.38,hitterSb
2018,62356,김규민,넥센,N,Y,104,298,0.2953020134228188,0.361,0.369,0.73,86.0,3,40,47,88,9,2,27,89,8,,,0.654,1.19,hitterSb
2018,61208,정진호,두산,Y,Y,111,269,0.30111524163568776,0.348,0.375,0.723,88.3,2,37,53,81,12,1,19,44,8,,,-1.407,0.66,hitterSb
2018,76869,김재현,SK,Y,Y,53,65,0.27692307692307694,0.39,0.369,0.759,98.2,1,5,19,18,1,1,9,17,7,,,0.273,0.45,hitterSb
2018,61700,강경학,한화,N,Y,77,245,0.27755102040816326,0.382,0.392,0.774,92.7,5,27,42,68,11,1,38,59,6,,,-0.14,1.43,hitterSb
2018,64717,지시완,한화,N,Y,99,207,0.2753623188405797,0.32,0.411,0.731,72.1,7,29,22,57,7,0,12,55,1,,,1.85,0.04,hitterWpa
2018,68345,샌즈,넥센,Y,Y,25,86,0.313953488372093,0.355,0.767,1.122,169.2,12,37,17,27,1,1,6,27,0,,,1.8,1.42,hitterWpa
2018,78168,서건창,넥센,N,Y,37,141,0.3404255319148936,0.399,0.426,0.825,102.3,0,15,28,48,12,0,12,19,2,,,0.757,0.75,hitterWpa
2018,79231,정수빈,두산,N,Y,26,98,0.3673469387755102,0.429,0.469,0.898,138.7,2,23,20,36,2,1,11,13,5,,,0.67,0.91,hitterWpa
2018,63963,권희동,NC,N,Y,104,343,0.282798833819242,0.352,0.414,0.766,96.5,8,57,43,97,19,1,35,58,1,,,0.665,1.45,hitterWpa
2018,65357,송성문,넥센,N,Y,78,211,0.3127962085308057,0.381,0.502,0.883,116.3,7,45,35,66,19,0,24,49,2,,,0.646,1.62,hitterWpa
2018,65586,전병우,롯데,N,Y,27,66,0.36363636363636365,0.442,0.606,1.048,142.8,3,13,18,24,7,0,9,24,3,,,0.604,0.87,hitterWpa
2018,71752,김태균,한화,Y,Y,73,254,0.31496062992125984,0.358,0.476,0.834,94.5,10,34,25,80,11,0,13,56,0,,,0.511,1.01,hitterWpa
2018,71432,박한이,삼성,Y,Y,114,342,0.28362573099415206,0.363,0.418,0.781,82.9,10,43,47,97,16,0,43,91,5,,,-0.573,0.9,hitterBb
2018,62864,김민식,KIA,N,Y,125,310,0.24516129032258063,0.333,0.352,0.685,76.3,6,37,53,76,9,3,39,63,5,,,-1.659,-0.2,hitterBb
2018,73209,나주환,SK,Y,Y,119,362,0.26243093922651933,0.339,0.428,0.767,86.5,12,56,54,95,24,0,38,66,5,,,-1.015,0.85,hitterBb
2019,75125,박병호,키움,Y,Y,122,432,0.2800925925925926,0.398,0.56,0.958,165.6,33,98,92,121,22,0,78,117,0,,,1.225,6.86,hitterWar
2019,68345,샌즈,키움,Y,Y,139,525,0.3047619047619048,0.396,0.543,0.939,159.9,28,113,100,160,39,1,77,101,1,,,2.4,6.62,hitterWar
2019,69209,페르난데스,두산,N,Y,144,572,0.34440559440559443,0.409,0.483,0.892,165.8,15,88,87,197,34,0,61,54,1,,,1.8090000000000002,6.43,hitterWar
2019,75334,오재일,두산,Y,Y,130,467,0.29336188436830835,0.369,0.495,0.864,160.7,21,102,76,137,29,1,55,99,2,,,2.632,6.27,hitterWar
2019,67025,로하스,KT,N,Y,142,521,0.32245681381957775,0.381,0.53,0.911,144.8,24,104,68,168,30,3,49,120,4,,,-0.045,6.06,hitterWar
2019,67872,로맥,SK,Y,Y,137,504,0.2757936507936508,0.37,0.508,0.878,133.6,29,95,86,139,28,1,73,117,6,,,-0.173,5.93,hitterWar
2019,76232,양의지,NC,N,Y,118,390,0.35384615384615387,0.438,0.574,1.012,176.1,20,68,61,138,26,0,48,43,4,,,1.092,5.64,hitterWar
2019,64300,김하성,키움,N,Y,139,540,0.3074074074074074,0.389,0.491,0.88,141.8,19,104,112,166,38,2,70,80,33,,,2.705,5.55,hitterWar
2019,67341,이정후,키움,N,Y,140,574,0.3362369337979094,0.386,0.456,0.842,133.5,6,68,91,193,31,10,45,40,13,,,-0.321,5.31,hitterWar
2019,62907,박민우,NC,N,Y,125,468,0.344017094017094,0.403,0.434,0.837,148.4,1,45,89,161,23,8,41,40,18,,,0.656,5.22,hitterWar
2019,67450,러프,삼성,N,Y,133,472,0.2923728813559322,0.396,0.515,0.911,125.9,22,101,80,138,35,2,80,87,6,,,-0.237,5.17,hitterWar
2019,68050,강백호,KT,N,Y,116,438,0.3356164383561644,0.416,0.495,0.911,146.4,13,65,72,147,29,1,61,87,9,,,2.533,5.14,hitterWar
2019,79215,박건우,두산,N,Y,127,458,0.31877729257641924,0.397,0.465,0.862,155.4,10,64,83,146,27,5,60,57,12,,,-0.83,4.9399999999999995,hitterWar
2019,72443,최형우,KIA,N,Y,136,456,0.30043859649122806,0.413,0.485,0.898,147.9,17,86,65,137,31,1,85,77,0,,,1.7109999999999999,4.9,hitterWar
2019,75847,최정,SK,N,Y,141,503,0.2922465208747515,0.399,0.519,0.918,140.6,29,99,86,147,27,0,69,92,3,,,2.686,4.82,hitterWar
2019,78513,전준우,롯데,N,Y,141,545,0.30091743119266057,0.359,0.481,0.84,118.6,22,83,85,164,30,1,46,71,8,,,-1.035,4.7,hitterWar
2019,76290,김현수,LG,N,Y,140,526,0.3041825095057034,0.37,0.437,0.807,138.2,11,82,75,160,37,0,54,52,3,,,1.522,4.6,hitterWar
2019,74339,유한준,KT,Y,Y,139,501,0.31736526946107785,0.383,0.443,0.826,125.4,14,86,61,159,19,1,52,61,3,,,2.336,4.43,hitterWar
2019,79192,채은성,LG,N,Y,128,470,0.3148936170212766,0.358,0.434,0.792,148.7,12,72,59,148,18,1,24,67,2,,,-1.595,4.32,hitterWar
2019,78224,김재환,두산,N,Y,136,495,0.2828282828282828,0.362,0.434,0.796,132.2,15,91,76,140,20,5,63,113,3,,,0.311,4.22,hitterWar
2019,78135,이형종,LG,N,Y,120,419,0.2863961813842482,0.358,0.442,0.8,145.2,13,63,56,120,24,1,42,78,6,,,-0.475,4.18,hitterWar
2019,61186,이천웅,LG,N,Y,138,546,0.3076923076923077,0.378,0.374,0.752,130.4,2,48,88,168,24,3,57,82,21,,,0.383,3.99,hitterWar
2019,79109,오지환,LG,N,Y,134,473,0.25158562367864695,0.339,0.378,0.717,128.9,9,53,63,119,23,5,57,113,27,,,-1.275,3.98,hitterWar
2019,62895,한유섬,SK,N,Y,125,427,0.2646370023419204,0.375,0.396,0.771,110.6,12,52,52,113,20,0,55,100,0,,,-0.392,3.9,hitterWar
2019,68730,호잉,한화,N,Y,124,476,0.28361344537815125,0.34,0.46,0.8,108.3,18,73,74,135,26,2,38,90,22,,,-0.121,3.74,hitterWar
2019,77532,손아섭,롯데,N,Y,134,512,0.294921875,0.36,0.4,0.76,109.4,10,63,78,151,22,1,52,92,13,,,0.376,3.52,hitterWar
2019,76249,민병헌,롯데,Y,Y,101,369,0.3035230352303523,0.379,0.453,0.832,123.3,9,43,52,112,24,2,42,55,13,,,-1.174,3.49,hitterWar
2019,69652,터커,KIA,N,Y,95,357,0.31092436974789917,0.381,0.479,0.86,143.4,9,50,50,111,33,0,38,44,0,,,-0.451,3.48,hitterWar
2019,62404,구자욱,삼성,N,Y,122,475,0.2673684210526316,0.327,0.444,0.771,96.6,15,71,66,127,27,6,38,88,11,,,-0.259,3.45,hitterWar
2019,74465,박석민,NC,Y,Y,112,360,0.26666666666666666,0.393,0.478,0.871,144.2,19,74,49,96,17,1,65,69,1,,,0.203,3.22,hitterWar
2019,71752,김태균,한화,Y,Y,127,433,0.30484988452655887,0.382,0.395,0.777,115.7,6,62,47,132,21,0,54,94,3,,,-0.832,3.02,hitterWar
2019,73136,이성열,한화,Y,Y,129,414,0.2560386473429952,0.343,0.464,0.807,115.3,21,85,60,106,21,1,48,114,8,,,0.615,3.01,hitterWar
2019,61404,김헌곤,삼성,N,Y,114,411,0.29683698296836986,0.361,0.387,0.748,95.9,5,46,57,122,20,1,37,41,10,,,-1.621,2.98,hitterWar
2019,61353,고종욱,SK,N,Y,137,492,0.3231707317073171,0.347,0.421,0.768,117.1,3,56,76,159,25,7,18,89,31,,,0.747,2.9,hitterWar
2019,76313,황재균,KT,Y,Y,124,448,0.28348214285714285,0.357,0.467,0.824,119.3,20,67,78,127,16,3,52,71,10,,,1.417,2.89,hitterWar
2019,78813,모창민,NC,Y,Y,101,341,0.30498533724340177,0.358,0.466,0.824,124.5,10,55,49,104,21,2,31,62,3,,,-0.842,2.87,hitterWar
2019,79402,김상수,삼성,N,Y,129,468,0.27136752136752135,0.358,0.355,0.713,89.4,5,38,76,127,20,2,50,67,21,,,-3.398,2.85,hitterWar
2019,79608,안치홍,KIA,N,Y,105,362,0.3149171270718232,0.38,0.412,0.792,123.6,5,49,45,114,18,1,40,37,4,,,0.105,2.81,hitterWar
2019,71564,이대호,롯데,Y,Y,135,485,0.2845360824742268,0.355,0.435,0.79,103.2,16,88,48,138,23,1,47,65,0,,,-1.049,2.71,hitterWar
2019,78603,김선빈,KIA,N,Y,121,394,0.2918781725888325,0.36,0.371,0.731,116.0,3,40,55,115,22,0,43,26,5,,,-0.389,2.69,hitterWar
2019,61102,유강남,LG,N,Y,132,418,0.2703349282296651,0.334,0.438,0.772,139.9,16,49,44,113,22,0,30,82,0,,,-1.514,2.68,hitterWar
2019,74206,김재호,두산,Y,Y,130,377,0.26790450928381965,0.379,0.358,0.737,118.3,4,48,51,101,22,0,67,58,3,,,-0.701,2.58,hitterWar
2019,64560,이창진,KIA,N,Y,133,400,0.27,0.363,0.383,0.746,110.9,6,48,57,108,25,1,57,92,8,,,-2.072,2.49,hitterWar
2019,68743,정은원,한화,N,Y,142,564,0.2624113475177305,0.317,0.374,0.691,88.9,8,57,83,148,27,6,48,101,14,,,-2.307,2.48,hitterWar
2019,78168,서건창,키움,N,Y,113,426,0.3004694835680751,0.373,0.383,0.756,108.3,2,41,67,128,23,3,49,50,17,,,-1.874,2.41,hitterWar
2019,76849,이명기,NC,Y,Y,139,484,0.29338842975206614,0.359,0.353,0.712,107.1,2,36,62,142,17,3,48,66,14,,,-2.572,2.41,hitterWar
2019,78288,최재훈,한화,N,Y,135,373,0.289544235924933,0.398,0.362,0.76,119.8,3,31,47,108,18,0,56,61,3,,,-1.834,2.37,hitterWar
2019,79231,정수빈,두산,N,Y,123,441,0.2653061224489796,0.354,0.331,0.685,110.8,0,41,75,117,19,5,57,60,26,,,-1.467,2.35,hitterWar
2019,79365,박동원,키움,N,Y,112,317,0.29652996845425866,0.367,0.445,0.812,122.9,10,55,50,94,15,1,34,56,1,,,0.417,2.31,hitterWar
2019,63963,권희동,NC,N,Y,116,348,0.2557471264367816,0.358,0.356,0.714,111.8,6,41,37,89,17,0,50,60,3,,,-0.993,2.18,hitterWar
2019,75566,이원석,삼성,Y,Y,111,395,0.24556962025316456,0.327,0.441,0.768,86.7,19,76,44,97,20,0,43,73,2,,,-0.362,0.98,hitterOps
2019,62244,박세혁,두산,N,Y,137,441,0.2789115646258503,0.345,0.39,0.735,116.1,4,63,58,123,19,9,41,68,8,,,-0.421,1.76,hitterOps
2019,79240,허경민,두산,N,Y,133,475,0.28842105263157897,0.35,0.371,0.721,112.8,4,60,71,137,25,1,34,36,11,,,-1.974,1.88,hitterOps
2019,76812,이재원,SK,N,Y,139,451,0.2682926829268293,0.327,0.39,0.717,90.7,12,75,33,121,19,0,34,59,1,,,-0.922,0.98,hitterOps
2019,73113,박경수,KT,Y,Y,137,421,0.24703087885985747,0.335,0.375,0.71,87.2,10,65,43,104,24,0,55,102,0,,,-0.905,1.99,hitterOps
2019,71837,김강민,SK,Y,Y,127,422,0.27014218009478674,0.324,0.37,0.694,79.2,8,50,54,114,14,2,31,103,15,,,-1.734,1.73,hitterOps
2019,76753,송광민,한화,Y,Y,122,454,0.2643171806167401,0.298,0.357,0.655,76.5,7,51,50,120,21,0,21,91,8,,,-2.623,0.2,hitterOps
2019,64004,김민혁,KT,N,Y,127,466,0.2811158798283262,0.341,0.307,0.648,78.1,0,32,68,131,10,1,32,61,22,,,-2.243,0.53,hitterWrcPlus
2019,64646,박찬호,KIA,N,Y,133,504,0.25992063492063494,0.3,0.317,0.617,71.6,2,49,60,131,15,4,26,83,39,,,-2.485,0.14,hitterHra
2019,74540,강민호,삼성,N,Y,112,346,0.23410404624277456,0.315,0.405,0.72,75.0,13,45,36,81,20,0,33,76,0,,,-0.32,0.48,hitterHr
2019,62931,노진혁,NC,N,Y,110,348,0.26436781609195403,0.326,0.454,0.78,109.1,13,43,51,92,23,2,31,80,0,,,-1.525,2.05,hitterHr
2019,75151,정의윤,SK,N,Y,110,380,0.28157894736842104,0.342,0.447,0.789,113.0,13,59,44,107,24,0,30,60,0,,,-0.696,2.16,hitterHr
2019,62934,김성욱,NC,N,Y,116,287,0.22996515679442509,0.302,0.387,0.689,86.4,9,36,38,66,16,1,29,69,6,,,-1.143,0.8,hitterHr
2019,69901,스몰린스키,NC,N,Y,55,205,0.22926829268292684,0.298,0.439,0.737,109.7,9,42,32,47,14,1,16,31,3,,,0.362,1.3,hitterHr
2019,69569,윌슨,롯데,N,Y,68,231,0.2510822510822511,0.351,0.433,0.784,105.7,9,37,21,58,15,0,31,60,1,,,-0.033,1.33,hitterHr
