collect_year,player_id,player_name,team,position,is_qualified,games,ab,avg,obp,slg,ops,isop,babip,woba,wrc_plus,hr,rbi,run,hit,h2,h3,bb,hbp,so,sb,wpa,war,season_completion
2018,74215,윤석민,KT,,True,132,460,0.2760869565217391,0.337,0.448,0.785,0.172,0.288,0.347,79.4,19,60,58,127,22,0,40,4,69,4,-0.644,2.34,1.0
2018,75620,윤석민,KIA,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2019,74215,윤석민,KT,,False,63,169,0.2307692307692307,0.258,0.29,0.548,0.0589999999999999,0.255,0.25,36.8,2,17,4,39,4,0,7,0,24,0,-1.726,-0.55,1.0
2020,74215,윤석민,SK,,False,34,73,0.1917808219178082,0.211,0.342,0.553,0.15,0.186,0.247,26.0,3,12,4,14,2,0,2,0,12,0,-0.533,-0.47,1.0
2018,67588,윤성빈,롯데,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2025,67588,윤성빈,롯데,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2026,67588,윤성빈,롯데,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.757
2010,74454,윤성환,삼성,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2012,62537,윤수강,롯데,,False,15,6,0.1666666666666666,0.167,0.333,0.5,0.166,1.0,0.207,0.0,0,0,0,1,1,0,0,0,5,0,0.0,,1.0
2015,62537,윤수강,KT,,False,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,-0.005,,1.0
2018,62537,윤수강,NC,,False,44,73,0.1917808219178082,0.244,0.315,0.559,0.123,0.255,0.244,37.6,1,8,8,14,6,0,5,0,21,0,-0.443,-0.53,1.0
2019,62537,윤수강,NC,,False,2,4,0.25,0.25,0.25,0.5,0.0,0.333,0.225,30.4,0,0,0,1,0,0,0,0,1,0,0.014,-0.07,1.0
2020,62537,윤수강,NC,,False,4,4,0.25,0.25,0.25,0.5,0.0,0.5,0.225,23.7,0,0,0,1,0,0,0,0,2,0,-0.001,-0.03,1.0
2023,53505,윤수녕,롯데,외야수,False,3,4,0.25,0.25,0.25,0.5,0.0,0.333,0.225,25.6,0,1,0,1,0,0,0,0,1,0,-0.06,-0.03,1.0
2017,65064,윤수호,NC,,False,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2019,61456,윤영삼,키움,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2015,65405,윤영수,삼성,,False,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-0.033,,1.0
2010,78892,윤요섭,LG,,False,46,51,0.2941176470588235,0.339,0.294,0.633,0.0,0.417,0.288,0.0,0,9,4,15,0,0,2,2,16,1,0.0,,1.0
2011,78892,윤요섭,LG,,False,67,77,0.2207792207792207,0.33,0.455,0.785,0.234,0.235,0.336,0.0,5,18,8,17,3,0,13,0,22,0,0.0,,1.0
2012,78892,윤요섭,LG,,False,75,171,0.2982456140350877,0.374,0.374,0.748,0.076,0.36,0.342,0.0,2,19,17,51,7,0,16,6,35,3,0.0,,1.0
2013,78892,윤요섭,LG,,False,89,186,0.2043010752688172,0.306,0.274,0.58,0.07,0.236,0.266,0.0,1,30,20,38,8,1,23,6,32,2,0.0,,1.0
2014,78892,윤요섭,LG,,False,27,68,0.2205882352941176,0.25,0.279,0.529,0.058,0.278,0.23,0.0,0,2,4,15,4,0,2,1,15,0,-1.053,,1.0
2015,78892,윤요섭,KT,,False,74,148,0.2635135135135135,0.293,0.473,0.766,0.2089999999999999,0.294,0.35,0.0,9,28,17,39,4,0,6,1,39,0,-1.265,,1.0
2016,78892,윤요섭,KT,,False,66,126,0.238095238095238,0.356,0.429,0.785,0.191,0.25,0.353,0.0,6,16,14,30,6,0,20,3,24,1,-0.174,,1.0
2017,78892,윤요섭,KT,,False,22,39,0.2307692307692307,0.302,0.41,0.712,0.1789999999999999,0.233,0.312,63.4,2,6,6,9,1,0,4,0,7,0,-0.207,-0.06,1.0
2022,68463,윤정빈,삼성,외야수,False,13,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-141.8,0,0,1,0,0,0,0,0,5,0,-0.109,-0.26,1.0
2023,68463,윤정빈,삼성,외야수,False,28,34,0.1470588235294117,0.326,0.235,0.561,0.088,0.19,0.281,63.7,1,3,5,5,0,0,7,2,12,1,0.022,-0.02,1.0
2024,68463,윤정빈,삼성,외야수,False,69,161,0.2857142857142857,0.378,0.453,0.831,0.167,0.358,0.391,123.0,7,20,26,46,4,1,22,3,47,1,1.018,1.14,1.0
2025,68463,윤정빈,삼성,외야수,False,25,40,0.175,0.239,0.2,0.439,0.025,0.292,0.207,11.9,0,3,3,7,1,0,4,0,18,0,-0.492,-0.23,1.0
2026,68463,윤정빈,삼성,외야수,False,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,0,0,0,0,0,0,0,0,3,0,-0.033,-0.08,0.757
2011,61652,윤정우,KIA,,False,29,16,0.063,0.118,0.125,0.243,0.062,0.143,0.109,0.0,0,0,4,1,1,0,1,0,9,3,0.0,,1.0
2012,61652,윤정우,LG,,False,29,21,0.0952380952380952,0.095,0.095,0.19,0.0,0.143,0.13,0.0,0,0,4,2,0,0,0,0,7,4,0.0,,1.0
2016,61652,윤정우,KIA,,False,46,67,0.2985074626865671,0.4,0.463,0.863,0.164,0.353,0.407,0.0,2,13,20,20,5,0,5,7,15,6,-0.009,,1.0
2018,61652,윤정우,SK,,False,22,40,0.25,0.302,0.375,0.677,0.125,0.281,0.3,66.2,1,2,6,10,2,0,2,1,7,2,-0.063,-0.11,1.0
2020,69399,윤정현,키움,,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2021,69399,윤정현,키움,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2023,69399,윤정현,키움,,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2024,69399,윤정현,키움,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2024,50092,윤준혁,KT,내야수,False,13,17,0.1764705882352941,0.222,0.294,0.516,0.118,0.273,0.228,23.0,0,0,3,3,2,0,1,0,6,0,-0.088,-0.17,1.0
2025,50092,윤준혁,KT,내야수,False,28,17,0.0588235294117647,0.059,0.118,0.177,0.059,0.083,0.069,-85.4,0,0,4,1,1,0,0,0,5,1,-0.269,-0.26,1.0
2026,50092,윤준혁,NC,내야수,False,3,4,0.25,0.25,0.5,0.75,0.25,0.25,0.31,80.1,0,0,1,1,1,0,0,0,0,0,-0.034,0.0,0.757
2024,53296,윤준호,두산,포수,False,3,4,0.25,0.25,0.25,0.5,0.0,0.333,0.225,26.4,0,1,1,1,0,0,0,0,1,0,0.003,-0.02,1.0
2026,53296,윤준호,두산,포수,False,80,136,0.2279411764705882,0.285,0.331,0.616,0.103,0.277,0.274,62.7,3,12,17,31,5,0,10,2,35,0,-0.841,0.01,0.757
2023,68619,윤중현,KIA,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2011,79869,윤중환,SK,,False,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2015,79869,윤중환,SK,,False,15,25,0.24,0.321,0.36,0.681,0.12,0.278,0.308,0.0,1,4,1,6,0,0,3,0,6,0,0.027,,1.0
2014,61329,윤지웅,LG,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2016,61329,윤지웅,LG,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2017,61329,윤지웅,LG,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2019,61329,윤지웅,NC,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2010,79198,윤진호,LG,,False,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,2,0,0.0,,1.0
2011,79198,윤진호,LG,,False,75,88,0.1590909090909091,0.213,0.205,0.418,0.0459999999999999,0.226,0.185,0.0,0,2,11,14,4,0,6,0,26,2,0.0,,1.0
2012,79198,윤진호,LG,,False,22,12,0.0833333333333333,0.154,0.083,0.237,0.0,0.125,0.125,0.0,0,0,3,1,0,0,1,0,4,1,0.0,,1.0
2015,79198,윤진호,LG,,False,30,12,0.0833333333333333,0.083,0.083,0.166,0.0,0.111,0.14,0.0,0,1,3,1,0,0,0,0,3,1,0.154,,1.0
2016,79198,윤진호,LG,,False,34,21,0.1904761904761904,0.19,0.19,0.38,0.0,0.267,0.157,0.0,0,0,3,4,0,0,0,0,6,1,0.083,,1.0
2017,79198,윤진호,LG,,False,14,3,0.3333333333333333,0.333,0.333,0.666,0.0,0.5,0.3,86.5,0,1,1,1,0,0,0,0,1,0,-0.133,0.02,1.0
2018,79198,윤진호,LG,,False,102,53,0.2075471698113207,0.263,0.264,0.527,0.056,0.282,0.242,50.3,0,4,13,11,3,0,2,2,14,0,-0.81,-0.41,1.0
2019,79198,윤진호,LG,,False,106,59,0.1016949152542373,0.117,0.186,0.303,0.084,0.111,0.127,-23.9,1,5,6,6,2,0,1,0,13,1,-0.968,-0.68,1.0
2026,52202,윤태호,두산,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.757
2012,62668,윤해진,KIA,,False,68,90,0.2666666666666666,0.327,0.289,0.616,0.0219999999999999,0.353,0.278,0.0,0,6,17,24,2,0,6,2,22,5,0.0,,1.0
2013,62668,윤해진,KIA,,False,47,54,0.1481481481481481,0.193,0.167,0.36,0.019,0.205,0.165,0.0,0,4,11,8,1,0,2,1,15,3,0.0,,1.0
2014,62668,윤해진,KIA,,False,5,2,1.0,1.0,1.0,2.0,0.0,1.0,0.84,0.0,0,0,0,2,0,0,1,0,0,0,0.001,,1.0
2015,62668,윤해진,KIA,,False,28,35,0.1714285714285714,0.189,0.286,0.475,0.1149999999999999,0.185,0.223,0.0,1,2,4,6,1,0,0,1,8,0,-0.159,,1.0
2016,62668,윤해진,KIA,,False,34,30,0.1666666666666666,0.212,0.267,0.479,0.1,0.167,0.206,0.0,1,2,5,5,0,0,2,0,6,0,-0.318,,1.0
2019,62668,윤해진,KIA,,False,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.9,0,0,0,0,0,0,0,0,1,0,-0.021,-0.07,1.0
2018,63905,윤형준,LG,,False,11,23,0.217391304347826,0.217,0.261,0.478,0.044,0.357,0.21,30.2,0,3,0,5,1,0,0,0,9,0,-0.138,-0.14,1.0
2021,63905,윤형준,NC,,False,51,74,0.2972972972972973,0.321,0.5,0.821,0.203,0.321,0.347,106.2,5,10,10,22,0,0,3,0,17,0,-0.712,0.02,1.0
2022,63905,윤형준,NC,,False,35,67,0.208955223880597,0.232,0.269,0.501,0.06,0.289,0.237,36.6,1,5,5,14,1,0,1,1,21,1,-0.871,-0.26,1.0
2023,63905,윤형준,NC,,False,82,218,0.2522935779816513,0.291,0.385,0.676,0.133,0.316,0.296,78.9,5,27,17,55,12,1,10,3,58,1,-0.973,0.24,1.0
2021,63961,윤호솔,한화,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2022,63961,윤호솔,한화,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2010,79653,윤효섭,KIA,,False,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2018,74838,윤희상,SK,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2026,56006,이강민,KT,내야수,False,56,151,0.1854304635761589,0.23,0.192,0.422,0.007,0.255,0.208,11.3,0,15,13,28,1,0,8,1,42,0,-0.932,-1.13,0.757
2020,50819,이거연,SK,,False,8,8,0.125,0.3,0.125,0.425,0.0,0.5,0.234,23.3,0,0,1,1,0,0,2,0,6,0,-0.012,-0.06,1.0
2016,64861,이건욱,SK,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2023,64861,이건욱,SSG,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2026,64861,이건욱,SSG,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.757
2021,69205,이교훈,두산,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2024,69205,이교훈,두산,투수,False,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2026,52868,이기순,SSG,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.757
2010,72860,이대수,한화,,True,125,375,0.232,0.29,0.328,0.618,0.096,0.255,0.276,0.0,7,37,33,87,13,1,26,6,57,2,0.0,,1.0
2011,72860,이대수,한화,,True,122,366,0.3005464480874317,0.36,0.426,0.786,0.125,0.342,0.344,0.0,8,50,46,110,16,3,31,5,64,8,0.0,,1.0
2012,72860,이대수,한화,,True,118,376,0.2792553191489361,0.328,0.394,0.722,0.1149999999999999,0.316,0.312,0.0,4,48,36,105,23,4,27,3,57,5,0.0,,1.0
2013,72860,이대수,한화,,True,122,390,0.2564102564102564,0.33,0.356,0.686,0.0999999999999999,0.319,0.308,0.0,4,42,54,100,23,2,38,6,88,11,0.0,,1.0
2014,72860,이대수,SK,,False,15,25,0.16,0.25,0.16,0.41,0.0,0.2,0.207,0.0,0,2,1,4,0,0,2,1,5,0,-0.532,,1.0
2015,72860,이대수,SK,,False,36,72,0.2638888888888889,0.325,0.389,0.714,0.125,0.354,0.305,0.0,2,12,9,19,3,0,6,1,23,0,-0.613,,1.0
2016,72860,이대수,SK,,False,14,12,0.0,0.133,0.0,0.133,0.0,0.0,0.096,0.0,0,2,0,0,0,0,2,0,3,0,-0.26,,1.0
2017,72860,이대수,SK,,False,58,105,0.2761904761904762,0.35,0.343,0.693,0.067,0.341,0.307,77.5,0,4,18,29,5,1,10,2,20,3,-0.148,0.51,1.0
2018,72860,이대수,SK,,False,4,5,0.2,0.2,0.4,0.6,0.2,0.333,0.207,17.7,0,0,1,1,1,0,0,0,2,0,-0.012,-0.03,1.0
2019,67008,이대은,KT,,False,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2020,67008,이대은,KT,,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2021,67008,이대은,KT,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2010,73153,이대형,LG,,True,130,494,0.2611336032388664,0.341,0.304,0.645,0.0429999999999999,0.306,0.313,0.0,1,43,73,129,14,2,58,2,76,66,0.0,,1.0
2011,73153,이대형,LG,,False,104,354,0.2485875706214689,0.31,0.316,0.626,0.067,0.315,0.287,0.0,1,24,56,88,11,5,30,2,78,34,0.0,,1.0
2012,73153,이대형,LG,,False,101,258,0.1782945736434108,0.253,0.236,0.489,0.0579999999999999,0.22,0.221,0.0,1,19,32,46,4,4,25,1,53,25,0.0,,1.0
2013,73153,이대형,LG,,False,102,177,0.2372881355932203,0.312,0.294,0.606,0.0569999999999999,0.308,0.277,0.0,1,10,36,42,5,1,19,1,45,13,0.0,,1.0
2014,73153,이대형,KIA,,True,126,461,0.3232104121475054,0.372,0.401,0.773,0.078,0.365,0.357,0.0,1,40,75,149,15,9,35,2,57,22,-0.352,,1.0
2015,73153,이대형,KT,,True,140,546,0.3021978021978022,0.37,0.355,0.725,0.0529999999999999,0.363,0.335,0.0,0,37,86,165,23,3,53,6,92,44,1.125,,1.0
2016,73153,이대형,KT,,True,143,600,0.32,0.368,0.358,0.726,0.0379999999999999,0.375,0.338,0.0,1,42,89,192,14,3,44,2,90,37,-0.306,,1.0
2017,73153,이대형,KT,,False,100,337,0.2670623145400593,0.315,0.309,0.624,0.0419999999999999,0.317,0.305,57.6,0,24,51,90,8,3,24,0,54,23,-1.607,-0.33,1.0
2018,73153,이대형,KT,,False,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-129.8,0,0,0,0,0,0,0,0,1,0,-0.002,-0.03,1.0
2019,73153,이대형,KT,,False,18,14,0.1428571428571428,0.316,0.214,0.53,0.071,0.2,0.264,48.2,0,4,2,2,1,0,4,0,5,0,-0.114,-0.04,1.0
2010,71564,이대호,롯데,,True,127,478,0.3640167364016736,0.444,0.667,1.111,0.303,0.361,0.473,0.0,44,133,99,174,13,0,61,10,77,0,0.0,,1.0
2011,71564,이대호,롯데,,True,133,493,0.356997971602434,0.433,0.578,1.011,0.2209999999999999,0.362,0.435,0.0,27,113,76,176,26,1,63,8,60,2,0.0,,1.0
2017,71564,이대호,롯데,,True,142,540,0.3203703703703703,0.391,0.533,0.924,0.213,0.327,0.396,106.4,34,111,73,173,13,0,50,15,84,1,2.311,3.54,1.0
2018,71564,이대호,롯데,,True,144,543,0.3333333333333333,0.394,0.593,0.987,0.2599999999999999,0.331,0.428,125.4,37,125,81,181,30,0,43,14,75,0,2.596,5.27,1.0
2019,71564,이대호,롯데,,True,135,485,0.2845360824742268,0.355,0.435,0.79,0.15,0.297,0.35,103.2,16,88,48,138,23,1,47,10,65,0,-1.049,2.71,1.0
2020,71564,이대호,롯데,,True,144,542,0.2915129151291513,0.354,0.452,0.806,0.16,0.297,0.357,93.8,20,110,67,158,27,0,53,5,68,1,1.834,2.69,1.0
2021,71564,이대호,롯데,,True,114,420,0.2857142857142857,0.342,0.448,0.79,0.162,0.283,0.345,102.5,19,81,39,120,11,0,34,5,50,0,0.005,1.8,1.0
2022,71564,이대호,롯데,,True,142,540,0.3314814814814815,0.379,0.502,0.881,0.1709999999999999,0.334,0.387,138.7,23,101,53,179,23,0,43,2,56,0,-0.32,4.86,1.0
2018,65703,이도윤,한화,내야수,False,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.4,0,0,1,0,0,0,0,0,0,0,-0.001,-0.03,1.0
2020,65703,이도윤,한화,내야수,False,14,24,0.2083333333333333,0.24,0.25,0.49,0.042,0.278,0.222,24.9,0,1,3,5,1,0,1,0,6,0,-0.277,-0.11,1.0
2021,65703,이도윤,한화,내야수,False,56,63,0.1746031746031746,0.224,0.175,0.399,0.0,0.244,0.201,11.4,0,2,5,11,0,0,4,0,18,1,-0.685,-0.64,1.0
2022,65703,이도윤,한화,내야수,False,80,113,0.1592920353982301,0.213,0.248,0.461,0.089,0.205,0.209,16.5,1,8,9,18,7,0,8,0,30,3,-1.719,-1.0,1.0
2023,65703,이도윤,한화,내야수,False,106,309,0.2524271844660194,0.302,0.317,0.619,0.065,0.304,0.278,67.8,1,13,36,78,13,2,18,4,55,11,-2.204,0.59,1.0
2024,65703,이도윤,한화,내야수,False,134,336,0.2767857142857143,0.332,0.333,0.665,0.0559999999999999,0.326,0.314,81.8,1,46,49,93,10,3,26,3,56,6,-1.203,0.8,1.0
2025,65703,이도윤,한화,내야수,False,113,250,0.26,0.296,0.34,0.636,0.08,0.32,0.281,64.8,1,36,37,65,11,3,11,3,52,1,-1.259,0.24,1.0
2026,65703,이도윤,한화,내야수,True,93,296,0.2871621621621621,0.328,0.378,0.706,0.091,0.332,0.326,89.0,2,34,36,85,15,3,17,3,48,3,-0.87,1.23,0.757
2010,93225,이도형,한화,,False,27,86,0.2906976744186046,0.354,0.453,0.807,0.162,0.292,0.373,0.0,4,13,8,25,2,0,7,2,11,0,0.0,,1.0
2026,56708,이도훈,한화,외야수,False,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.757
2013,77452,이동걸,삼성,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2017,77452,이동걸,한화,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2018,77452,이동걸,한화,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2010,74620,이동현,한화,,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2012,71118,이동현,LG,,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2014,71118,이동현,LG,,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2015,71118,이동현,LG,,False,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2017,71118,이동현,LG,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2013,63606,이동훈,KIA,,False,13,24,0.1666666666666666,0.31,0.167,0.477,0.0,0.235,0.271,0.0,0,2,3,4,0,0,5,0,7,0,0.0,,1.0
2010,77242,이두환,두산,,False,13,25,0.32,0.367,0.48,0.847,0.1599999999999999,0.368,0.359,0.0,1,6,2,8,1,0,2,1,7,1,0.0,,1.0
2024,53892,이로운,SSG,투수,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2025,53892,이로운,SSG,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2026,53892,이로운,SSG,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.757
2010,76849,이명기,SK,,False,4,4,0.25,0.4,0.25,0.65,0.0,0.25,0.33,0.0,0,0,1,1,0,0,0,1,0,0,0.0,,1.0
2013,76849,이명기,SK,,False,26,100,0.34,0.391,0.44,0.831,0.0999999999999999,0.423,0.363,0.0,1,11,21,34,3,2,9,0,22,6,0.0,,1.0
2014,76849,이명기,SK,,False,83,285,0.3684210526315789,0.414,0.47,0.884,0.1019999999999999,0.432,0.389,0.0,4,28,54,105,13,2,21,1,47,8,1.462,,1.0
2015,76849,이명기,SK,,True,137,521,0.3147792706333973,0.368,0.397,0.765,0.082,0.369,0.352,0.0,3,35,88,164,30,2,35,11,86,22,-0.809,,1.0
2016,76849,이명기,SK,,False,99,287,0.2717770034843205,0.332,0.334,0.666,0.062,0.307,0.3,0.0,1,22,29,78,7,4,23,4,37,14,-1.85,,1.0
2017,76849,이명기,KIA,,True,115,464,0.3318965517241379,0.371,0.459,0.83,0.127,0.362,0.368,109.8,9,63,79,154,24,4,28,3,57,8,-0.598,2.43,1.0
2018,76849,이명기,KIA,,True,120,447,0.3020134228187919,0.363,0.418,0.781,0.1159999999999999,0.345,0.346,93.0,4,42,88,135,28,6,40,3,64,12,-1.031,1.86,1.0
2019,76849,이명기,NC,,True,139,484,0.2933884297520661,0.359,0.353,0.712,0.06,0.333,0.332,107.1,2,36,62,142,17,3,48,4,66,14,-2.572,2.41,1.0
2020,76849,이명기,NC,,True,136,477,0.3060796645702306,0.374,0.369,0.743,0.063,0.359,0.351,106.9,2,45,82,146,18,3,50,4,78,12,-0.834,3.19,1.0
2021,76849,이명기,NC,,False,56,191,0.2931937172774869,0.41,0.387,0.797,0.094,0.333,0.374,128.8,2,14,30,56,12,0,37,1,27,6,0.459,1.78,1.0
2022,76849,이명기,NC,,False,94,300,0.26,0.331,0.317,0.648,0.0569999999999999,0.317,0.295,80.9,0,23,36,78,13,2,30,3,56,5,-2.733,0.14,1.0
2023,76849,이명기,한화,,False,14,40,0.175,0.214,0.2,0.414,0.025,0.226,0.214,21.8,0,5,2,7,1,0,2,0,9,1,-0.47,-0.29,1.0
2024,76849,이명기,한화,,False,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.3,0,1,0,0,0,0,0,0,3,0,-0.085,-0.21,1.0
2012,72535,이명우,롯데,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,1.0
2017,72535,이명우,롯데,,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2023,52397,이명종,키움,투수,False,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2013,78694,이명환,NC,,False,5,9,0.1111111111111111,0.111,0.111,0.222,0.0,0.143,0.1,0.0,0,0,0,1,0,0,0,0,2,0,0.0,,1.0
2018,65616,이민우,KIA,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2019,65616,이민우,KIA,투수,False,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2026,65616,이민우,한화,투수,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.757
2012,61194,이민재,LG,외야수,False,7,14,0.0714285714285714,0.071,0.071,0.142,0.0,0.1,0.064,0.0,0,0,0,1,0,0,0,0,4,0,0.0,,1.0
2015,61194,이민재,LG,외야수,False,28,30,0.2666666666666666,0.303,0.3,0.603,0.0329999999999999,0.348,0.265,0.0,0,4,6,8,1,0,1,1,8,0,-0.089,,1.0
2025,55710,이민재,한화,외야수,False,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133.9,0,0,0,0,0,0,0,0,1,0,-0.13,-0.1,1.0
